ccode1,ccode2,capdist,iso_o,iso_d
705,316,3929.199595679583,KAZ,CZE
705,390,3824.0604794118067,KAZ,DNK
705,310,3744.674113971241,KAZ,HUN
705,290,3415.9955956975855,KAZ,POL
705,317,3845.277952230599,KAZ,SVK
705,349,4128.183979201949,KAZ,SVN
705,211,4539.566727336506,KAZ,BEL
705,220,4771.549149159019,KAZ,FRA
705,223,4403.178037031369,KAZ,LIE
705,212,4489.944335909441,KAZ,LUX
705,210,4427.498611123473,KAZ,NLD
705,225,4550.183724574805,KAZ,CHE
705,370,2943.1844640092177,KAZ,BLR
705,366,3033.070675380476,KAZ,EST
705,375,3017.9160062213496,KAZ,FIN
705,367,3096.0742893660645,KAZ,LVA
705,368,3068.185280890732,KAZ,LTU
705,359,3098.985035226514,KAZ,MDA
705,360,3419.520677595536,KAZ,ROU
705,369,2847.436049020462,KAZ,UKR
705,781,5215.092219986856,KAZ,MDV
705,698,3253.024718399559,KAZ,OMN
705,520,5966.082297825392,KAZ,SOM
705,780,4967.066041521944,KAZ,LKA
705,701,1792.919119303898,KAZ,TKM
705,704,1109.1536696503038,KAZ,UZB
705,679,4666.078078168106,KAZ,YEM
705,371,2406.9831876973244,KAZ,ARM
705,373,2047.494214647455,KAZ,AZE
705,692,3284.4770948432615,KAZ,BHR
705,630,2349.605897199852,KAZ,IRN
705,690,3109.199213138077,KAZ,KWT
705,694,3336.8651823831515,KAZ,QAT
705,670,3620.9613262179696,KAZ,SAU
705,696,3305.504146903342,KAZ,ARE
705,700,1860.1147812636355,KAZ,AFG
705,703,954.3490772709981,KAZ,KGZ
705,790,2855.212305089588,KAZ,NPL
705,770,1946.9851591296351,KAZ,PAK
705,702,1417.9291953119064,KAZ,TJK
705,771,3456.551165266143,KAZ,BGD
705,760,3043.401473816226,KAZ,BTN
705,835,6524.349837150516,KAZ,BRN
705,740,5591.827144582665,KAZ,JPN
705,731,4390.758033837025,KAZ,PRK
705,986,7482.118383983415,KAZ,PLW
705,840,5988.261786315692,KAZ,PHL
705,732,4557.778781649529,KAZ,KOR
705,811,5343.168979100928,KAZ,KHM
705,812,4617.251360044443,KAZ,LAO
705,775,4402.470778261842,KAZ,MMR
705,800,4928.3891219096095,KAZ,THA
705,816,4492.93600477209,KAZ,VNM
705,983,10060.091667255158,KAZ,MHL
705,987,9174.674283705886,KAZ,FSM
705,571,9503.5824262647,KAZ,BWA
705,516,7241.737432153,KAZ,BDI
705,501,6669.542343385644,KAZ,KEN
705,517,7066.257431485017,KAZ,RWA
705,551,8481.381648484452,KAZ,ZMB
705,552,8594.277091158126,KAZ,ZWE
705,581,7480.647792364717,KAZ,COM
705,570,9901.152776494187,KAZ,LSO
705,553,8090.542188395098,KAZ,MWI
705,541,9358.84344642631,KAZ,MOZ
705,560,9509.809313966989,KAZ,ZAF
705,572,9447.883709687874,KAZ,SWZ
705,540,8667.982187248726,KAZ,AGO
705,484,8119.941816773361,KAZ,COG
705,490,8124.64476517219,KAZ,COD
705,950,12707.463951335207,KAZ,FJI
705,481,8062.542250410777,KAZ,GAB
705,565,9743.86815028528,KAZ,NAM
705,920,14291.49136002495,KAZ,NZL
705,580,8106.911836844876,KAZ,MDG
705,590,8023.486508343886,KAZ,MUS
705,591,6368.134991407344,KAZ,SYC
705,860,8427.645138426866,KAZ,TLS
705,900,12197.770412585014,KAZ,AUS
705,970,10444.618897703236,KAZ,NRU
705,910,9833.936316440697,KAZ,PNG
705,940,10719.498356896494,KAZ,SLB
705,947,11965.488077056536,KAZ,TUV
705,935,11976.070992145016,KAZ,VUT
705,20,8844.791551240052,KAZ,CAN
705,255,3891.9544352561306,KAZ,DEU
705,713,5157.489477366275,KAZ,TWN
705,710,3633.0535611577347,KAZ,CHN
705,820,6038.042826864829,KAZ,MYS
705,830,6316.804750472172,KAZ,SGP
705,850,7206.853765277387,KAZ,IDN
705,620,5076.587653646404,KAZ,LBY
705,483,6674.707494747116,KAZ,TCD
705,666,3654.697627464613,KAZ,ISR
705,652,3447.1498117340066,KAZ,SYR
705,651,4054.235713488188,KAZ,EGY
705,750,2553.511166974642,KAZ,IND
705,341,4008.116555221578,KAZ,MNE
705,347,3862.5299288479814,KAZ,KOS
705,345,3788.933641501203,KAZ,SRB
705,2,9563.39630617276,KAZ,USA
705,510,7211.800136488693,KAZ,TZA
705,600,6375.425094314316,KAZ,MAR
705,435,8282.583549838175,KAZ,MRT
705,625,5247.044111404721,KAZ,SDN
705,626,6322.202647722106,KAZ,SSD
385,110,8189.645177566226,NOR,GUY
385,115,8122.298385269011,NOR,SUR
385,52,8000.194644343162,NOR,TTO
385,101,8313.825207593207,NOR,VEN
385,990,14880.372300288649,NOR,WSM
385,955,15669.428213016563,NOR,TON
385,160,12237.709152314994,NOR,ARG
385,145,10976.527236206572,NOR,BOL
385,140,9891.63744129221,NOR,BRA
385,155,12716.142333790945,NOR,CHL
385,130,9984.937185167799,NOR,ECU
385,150,11291.25398822975,NOR,PRY
385,135,11035.907380147668,NOR,PER
385,165,12152.949755254045,NOR,URY
385,90,9226.069620604883,NOR,GTM
385,70,9206.745836744058,NOR,MEX
385,53,7661.722439060091,NOR,BRB
385,54,7552.076644679789,NOR,DMA
385,55,7883.127592132024,NOR,GRD
385,56,7653.2953822122,NOR,LCA
385,57,7743.609959102519,NOR,VCT
385,42,7727.921319643834,NOR,DOM
385,41,7855.208199146458,NOR,HTI
385,51,8156.471519619626,NOR,JAM
385,31,7520.444361177407,NOR,BHS
385,80,8883.144934045726,NOR,BLZ
385,100,9278.516134886842,NOR,COL
385,94,9326.761555778465,NOR,CRI
385,40,7980.656014565305,NOR,CUB
385,92,9243.863644955722,NOR,SLV
385,91,9098.197720227281,NOR,HND
385,93,9235.625654311016,NOR,NIC
385,95,9163.714542976579,NOR,PAN
385,58,7408.069711942967,NOR,ATG
385,60,7435.311841051016,NOR,KNA
385,395,1751.0546719585543,NOR,ISL
385,205,1269.3067215158353,NOR,IRL
385,200,1156.513812088285,NOR,GBR
385,402,5717.085908785887,NOR,CPV
385,437,6044.867526510745,NOR,CIV
385,452,6102.688621666329,NOR,GHA
385,450,6220.148592052343,NOR,LBR
385,235,2741.36809858193,NOR,PRT
385,230,2391.241649898229,NOR,ESP
385,439,5373.358262248084,NOR,BFA
385,438,5953.823889854744,NOR,GIN
385,404,5761.030482023566,NOR,GNB
385,432,5468.803894142116,NOR,MLI
385,433,5520.50194994264,NOR,SEN
385,451,6048.799117519489,NOR,SLE
385,420,5623.071375641735,NOR,GMB
385,522,5991.852896765278,NOR,DJI
385,531,5452.644195871982,NOR,ERI
385,530,6109.665804249864,NOR,ETH
385,712,5881.394632033222,NOR,MNG
385,500,6873.630222258912,NOR,UGA
385,645,3839.374161479798,NOR,IRQ
385,663,3622.485843487873,NOR,JOR
385,705,3804.0666846441945,NOR,KAZ
385,385,0,NOR,NOR
385,365,1648.9884453291538,NOR,RUS
385,380,416.81167024024984,NOR,SWE
385,615,2632.9748372608515,NOR,DZA
385,232,2037.638750519775,NOR,AND
385,471,6217.5891672139205,NOR,CMR
385,482,6198.147736236706,NOR,CAF
385,221,1814.6448300780437,NOR,MCO
385,616,2570.510933976196,NOR,TUN
385,434,5967.786618690335,NOR,BEN
385,411,6232.417952279098,NOR,GNQ
385,946,13041.291511923444,NOR,KIR
385,436,5198.654270015364,NOR,NER
385,475,5646.7887342593895,NOR,NGA
385,403,6617.023446716416,NOR,STP
385,461,5910.474319628541,NOR,TGO
385,339,2160.4474831668635,NOR,ALB
385,346,1860.3713564594723,NOR,BIH
385,344,1609.0053192429932,NOR,HRV
385,325,2007.809680336576,NOR,ITA
385,343,2123.5397048836608,NOR,MKD
385,338,2684.158507250616,NOR,MLT
385,331,1782.082194713018,NOR,SMR
385,355,2099.783292081625,NOR,BGR
385,352,3200.2146976210433,NOR,CYP
385,372,3079.009005274658,NOR,GEO
385,350,2606.9701552191214,NOR,GRC
385,660,3411.5555174104775,NOR,LBN
385,640,2704.065476862252,NOR,TUR
385,305,1353.8065555127123,NOR,AUT
385,316,1119.7726138408148,NOR,CZE
385,390,485.6889898073627,NOR,DNK
385,310,1484.7454251686515,NOR,HUN
385,290,1063.2612912754025,NOR,POL
385,317,1372.9851712546988,NOR,SVK
385,349,1562.5161038054136,NOR,SVN
385,211,1088.7858943773535,NOR,BEL
385,220,1343.5360722197877,NOR,FRA
385,223,1425.0149430138986,NOR,LIE
385,212,1184.3403399993592,NOR,LUX
385,210,916.4183909875635,NOR,NLD
385,225,1462.7381838704662,NOR,CHE
385,370,1218.782710389064,NOR,BLR
385,366,787.9608891674625,NOR,EST
385,375,789.3746108573494,NOR,FIN
385,367,845.9782761128047,NOR,LVA
385,368,1050.4131210269968,NOR,LTU
385,359,1861.1306698172614,NOR,MDA
385,360,2006.5876189019466,NOR,ROU
385,369,1632.207880298092,NOR,UKR
385,781,8116.437163815902,NOR,MDV
385,698,5461.618882322049,NOR,OMN
385,520,7067.943892627413,NOR,SOM
385,780,8184.910596676198,NOR,LKA
385,701,4123.796534184703,NOR,TKM
385,704,4439.454826654966,NOR,UZB
385,679,5647.637878160008,NOR,YEM
385,371,3203.2335034373086,NOR,ARM
385,373,3457.3308481260246,NOR,AZE
385,692,4816.942868251728,NOR,BHR
385,630,3960.9356643340366,NOR,IRN
385,690,4389.5445332173385,NOR,KWT
385,694,4954.544227415623,NOR,QAT
385,670,4801.748486683594,NOR,SAU
385,696,5170.085328699651,NOR,ARE
385,700,5018.454041235593,NOR,AFG
385,703,4610.858209625513,NOR,KGZ
385,790,6530.0226902691475,NOR,NPL
385,770,5312.412849349155,NOR,PAK
385,702,4644.366728618787,NOR,TJK
385,771,7181.957417360687,NOR,BGD
385,760,6790.400771968176,NOR,BTN
385,835,10325.860325836602,NOR,BRN
385,740,8437.753920100897,NOR,JPN
385,731,7553.790031783895,NOR,PRK
385,986,11052.740697290039,NOR,PLW
385,840,9697.701717464797,NOR,PHL
385,732,7737.267508296835,NOR,KOR
385,811,9139.256467242813,NOR,KHM
385,812,8419.066232195952,NOR,LAO
385,775,8152.533497865745,NOR,MMR
385,800,8708.498332563486,NOR,THA
385,816,8292.093229307146,NOR,VNM
385,983,12372.62436720795,NOR,MHL
385,987,12054.568513351456,NOR,FSM
385,571,9468.671679193543,NOR,BWA
385,516,7204.5700673514375,NOR,BDI
385,501,7154.039693851169,NOR,KEN
385,517,7064.044877916459,NOR,RWA
385,551,8496.43779917144,NOR,ZMB
385,552,8807.474691430165,NOR,ZWE
385,581,8451.467125041236,NOR,COM
385,570,10006.024325732607,NOR,LSO
385,553,8450.480440363008,NOR,MWI
385,541,9729.304153775787,NOR,MOZ
385,560,9622.435164852022,NOR,ZAF
385,572,9735.562872008273,NOR,SWZ
385,540,7625.361246137145,NOR,AGO
385,484,7126.899831257089,NOR,COG
385,490,7134.843191509851,NOR,COD
385,950,15250.093397781537,NOR,FJI
385,481,6603.3721919617,NOR,GAB
385,565,9163.289576409095,NOR,NAM
385,920,17668.496517347437,NOR,NZL
385,580,9347.084380029703,NOR,MDG
385,590,9834.103065159892,NOR,MUS
385,591,8148.422411745145,NOR,SYC
385,860,12217.209399515146,NOR,TLS
385,900,15960.98696198814,NOR,AUS
385,970,13109.06384433866,NOR,NRU
385,910,13339.213287982077,NOR,PNG
385,940,13847.205560158733,NOR,SLB
385,947,14216.678347486713,NOR,TUV
385,935,14974.819457821408,NOR,VUT
385,20,5615.257256829593,NOR,CAN
385,255,840.0286341602664,NOR,DEU
385,713,8729.851266762234,NOR,TWN
385,710,7022.393308691386,NOR,CHN
385,820,9773.356012736565,NOR,MYS
385,830,10064.223094077483,NOR,SGP
385,850,10945.654664550615,NOR,IDN
385,620,3009.322223718019,NOR,LBY
385,483,5361.878733945102,NOR,TCD
385,666,3613.5332130576917,NOR,ISR
385,652,3479.5152485811454,NOR,SYR
385,651,3657.313217394158,NOR,EGY
385,750,5995.821075468609,NOR,IND
385,341,2029.3404833341986,NOR,MNE
385,347,2046.2934615933173,NOR,KOS
385,345,1801.2571245577067,NOR,SRB
385,2,6247.38613778726,NOR,USA
385,510,7651.172677467253,NOR,TZA
385,600,3151.707215289984,NOR,MAR
385,435,5111.887547531232,NOR,MRT
385,625,5229.520061716041,NOR,SDN
385,626,6360.870175890172,NOR,SSD
365,110,9749.641408318632,RUS,GUY
365,115,9651.147799787435,RUS,SUR
365,52,9600.009307932762,RUS,TTO
365,101,9940.071433307956,RUS,VEN
365,990,14704.547824567928,RUS,WSM
365,955,15309.65463495573,RUS,TON
365,160,13477.54746190009,RUS,ARG
365,145,12497.038141539648,RUS,BOL
365,140,11167.542470707556,RUS,BRA
365,155,14123.700920041994,RUS,CHL
365,130,11627.245423605411,RUS,ECU
365,150,12618.891280857406,RUS,PRY
365,135,12643.930729543186,RUS,PER
365,165,13353.019459588517,RUS,URY
365,90,10835.756541294433,RUS,GTM
365,70,10735.150766885125,RUS,MEX
365,53,9259.546564820263,RUS,BRB
365,54,9167.571319762952,RUS,DMA
365,55,9489.75468428302,RUS,GRD
365,56,9262.40697036982,RUS,LCA
365,57,9350.884440681797,RUS,VCT
365,42,9375.048219292947,RUS,DOM
365,41,9504.07548927164,RUS,HTI
365,51,9803.60292450349,RUS,JAM
365,31,9157.440052069525,RUS,BHS
365,80,10494.052402173178,RUS,BLZ
365,100,10916.978200416945,RUS,COL
365,94,10969.995028746029,RUS,CRI
365,40,9604.716761326372,RUS,CUB
365,92,10862.605922669552,RUS,SLV
365,91,10724.708571255005,RUS,HND
365,93,10869.514047811708,RUS,NIC
365,95,10812.674079668228,RUS,PAN
365,58,9031.353855676465,RUS,ATG
365,60,9062.3637161317165,RUS,KNA
365,395,3317.2354813132547,RUS,ISL
365,205,2803.7200989695134,RUS,IRL
365,200,2508.148309477558,RUS,GBR
365,402,6852.827919840742,RUS,CPV
365,437,6609.269880925706,RUS,CIV
365,452,6496.594526250277,RUS,GHA
365,450,6940.674692248204,RUS,LBR
365,235,3914.2910667042265,RUS,PRT
365,230,3447.8278237108702,RUS,ESP
365,439,5875.503882590936,RUS,BFA
365,438,6789.009428046881,RUS,GIN
365,404,6673.300036466873,RUS,GNB
365,432,6178.235063435104,RUS,MLI
365,433,6515.101145291937,RUS,SEN
365,451,6859.104679460461,RUS,SLE
365,420,6579.958447191393,RUS,GMB
365,522,4922.306842808027,RUS,DJI
365,531,4486.545087549298,RUS,ERI
365,530,5182.932919677697,RUS,ETH
365,712,4654.5160163705405,RUS,MNG
365,500,6163.088234834423,RUS,UGA
365,645,2545.372417455202,RUS,IRQ
365,663,2647.9569196054326,RUS,JOR
365,705,2277.939108851637,RUS,KAZ
365,385,1648.9884453291538,RUS,NOR
365,365,0,RUS,RUS
365,380,1232.3243127164956,RUS,SWE
365,615,3341.4155917197163,RUS,DZA
365,232,2971.0048547853103,RUS,AND
365,471,6207.706708786044,RUS,CMR
365,482,5946.092201955425,RUS,CAF
365,221,2524.001714947379,RUS,MCO
365,616,2947.526332677646,RUS,TUN
365,434,6277.157288725059,RUS,BEN
365,411,6314.9851774739445,RUS,GNQ
365,946,12508.51270473603,RUS,KIR
365,436,5588.7671711449,RUS,NER
365,475,5807.812132557879,RUS,NGA
365,403,6748.396908912111,RUS,STP
365,461,6258.738866946159,RUS,TGO
365,339,2061.0153825341617,RUS,ALB
365,346,1903.4224724765202,RUS,BIH
365,344,1871.231459696474,RUS,HRV
365,325,2380.220134903832,RUS,ITA
365,343,1925.8913724384072,RUS,MKD
365,338,2816.5414928922974,RUS,MLT
365,331,2216.565585775114,RUS,SMR
365,355,1780.6301675645032,RUS,BGR
365,352,2310.851670833539,RUS,CYP
365,372,1644.6151212538302,RUS,GEO
365,350,2231.4474840769435,RUS,GRC
365,660,2436.961772026951,RUS,LBN
365,640,1794.064258947715,RUS,TUR
365,305,1674.6967243282345,RUS,AUT
365,316,1670.0776402002025,RUS,CZE
365,390,1564.9682145165762,RUS,DNK
365,310,1569.9056478470138,RUS,HUN
365,290,1153.7523335759788,RUS,POL
365,317,1634.449506289043,RUS,SVK
365,349,1935.9103370299931,RUS,SVN
365,211,2261.9542035125946,RUS,BEL
365,220,2494.12059345291,RUS,FRA
365,223,2155.955761431749,RUS,LIE
365,212,2214.0352822138934,RUS,LUX
365,210,2153.848575345416,RUS,NLD
365,225,2295.431723369628,RUS,CHE
365,370,677.2443056774921,RUS,BLR
365,366,870.969287301244,RUS,EST
365,375,895.596376464766,RUS,FIN
365,367,842.8288557847184,RUS,LVA
365,368,790.6931930223603,RUS,LTU
365,359,1146.3911368773568,RUS,MDA
365,360,1500.3534390253453,RUS,ROU
365,369,758.5128526796192,RUS,UKR
365,781,6551.358319506812,RUS,MDV
365,698,3961.36726037175,RUS,OMN
365,520,5993.267037721588,RUS,SOM
365,780,6565.103716853519,RUS,LKA
365,701,2514.1566319924636,RUS,TKM
365,704,2795.797327304528,RUS,UZB
365,679,4525.7427490712635,RUS,YEM
365,371,1804.1668941452901,RUS,ARM
365,373,1930.2454840525731,RUS,AZE
365,692,3441.8153068299907,RUS,BHR
365,630,2466.7332312976314,RUS,IRN
365,690,3044.126165105217,RUS,KWT
365,694,3567.56385817991,RUS,QAT
365,670,3534.786618448468,RUS,SAU
365,696,3733.712594404183,RUS,ARE
365,700,3371.977301000167,RUS,AFG
365,703,2997.3989534005896,RUS,KGZ
365,790,4894.062846640734,RUS,NPL
365,770,3663.449154327457,RUS,PAK
365,702,2995.50589013625,RUS,TJK
365,771,5553.388834685659,RUS,BGD
365,760,5171.387187399376,RUS,BTN
365,835,8771.177830175695,RUS,BRN
365,740,7514.1380828732545,RUS,JPN
365,731,6444.96975430204,RUS,PRK
365,986,9735.429581328495,RUS,PLW
365,840,8264.977362417598,RUS,PHL
365,732,6623.899489214974,RUS,KOR
365,811,7542.732080168091,RUS,KHM
365,812,6837.426100760716,RUS,LAO
365,775,6527.541539657471,RUS,MMR
365,800,7097.13543781387,RUS,THA
365,816,6750.682762533826,RUS,VNM
365,983,11835.432752978119,RUS,MHL
365,987,11189.194637760454,RUS,FSM
365,571,8971.868371771121,RUS,BWA
365,516,6597.707940544384,RUS,BDI
365,501,6323.30270923452,RUS,KEN
365,517,6433.97790044747,RUS,RWA
365,551,7932.826772030305,RUS,ZMB
365,552,8173.340559359426,RUS,ZWE
365,581,7493.284867714723,RUS,COM
365,570,9472.75367035999,RUS,LSO
365,553,7737.658871124003,RUS,MWI
365,541,9070.405412510807,RUS,MOZ
365,560,9068.582134926346,RUS,ZAF
365,572,9111.922912640732,RUS,SWZ
365,540,7506.12040124042,RUS,AGO
365,484,6959.419087263614,RUS,COG
365,490,6966.178163959739,RUS,COD
365,950,14672.944338488953,RUS,FJI
365,481,6644.566943440728,RUS,GAB
365,565,8896.645018452886,RUS,NAM
365,920,16553.374294146335,RUS,NZL
365,580,8324.254833218185,RUS,MDG
365,590,8622.844465689597,RUS,MUS
365,591,6888.661006756015,RUS,SYC
365,860,10686.803334235537,RUS,TLS
365,900,14461.870980165006,RUS,AUS
365,970,12393.0519032033,RUS,NRU
365,910,12081.875969548748,RUS,PNG
365,940,12859.315144165163,RUS,SLB
365,947,13775.66589089512,RUS,TUV
365,935,14093.569816764473,RUS,VUT
365,20,7179.987978350522,RUS,CAN
365,255,1614.31896980993,RUS,DEU
365,713,7399.628381700372,RUS,TWN
365,710,5783.008083642991,RUS,CHN
365,820,8138.082676854756,RUS,MYS
365,830,8431.899923429408,RUS,SGP
365,850,9308.510259140125,RUS,IDN
365,620,3166.5410177002436,RUS,LBY
365,483,5257.695052687988,RUS,TCD
365,666,2670.2010136461017,RUS,ISR
365,652,2474.88756109431,RUS,SYR
365,651,2899.4168658939,RUS,EGY
365,750,4346.832381404701,RUS,IND
365,341,1984.5337228717385,RUS,MNE
365,347,1875.4165790462823,RUS,KOS
365,345,1715.1595543372623,RUS,SRB
365,2,7841.450083452533,RUS,USA
365,510,6865.75074980605,RUS,TZA
365,600,4154.211153629529,RUS,MAR
365,435,6111.663591931107,RUS,MRT
365,625,4478.077044960071,RUS,SDN
365,626,5670.165625148834,RUS,SSD
380,110,8579.91383162524,SWE,GUY
380,115,8503.857912960628,SWE,SUR
380,52,8401.598265581835,SWE,TTO
380,101,8722.99512428446,SWE,VEN
380,990,14882.86908116003,SWE,WSM
380,955,15633.471514770892,SWE,TON
380,160,12552.836631392815,SWE,ARG
380,145,11358.64333469039,SWE,BOL
380,140,10209.048990153073,SWE,BRA
380,155,13073.134972070444,SWE,CHL
380,130,10399.125781153189,SWE,ECU
380,150,11625.329791996974,SWE,PRY
380,135,11440.70068511317,SWE,PER
380,165,12458.074036559523,SWE,URY
380,90,9634.88337552146,SWE,GTM
380,70,9596.412399056393,SWE,MEX
380,53,8062.406093879999,SWE,BRB
380,54,7957.881854083822,SWE,DMA
380,55,8286.448553828635,SWE,GRD
380,56,8057.25670002402,SWE,LCA
380,57,8147.067795692199,SWE,VCT
380,42,8143.666878944048,SWE,DOM
380,41,8271.759314571787,SWE,HTI
380,51,8573.148294195076,SWE,JAM
380,31,7935.1178690242505,SWE,BHS
380,80,9292.143550795216,SWE,BLZ
380,100,9691.469769177935,SWE,COL
380,94,9742.80853590029,SWE,CRI
380,40,8392.475401770811,SWE,CUB
380,92,9654.726255492093,SWE,SLV
380,91,9510.757343676865,SWE,HND
380,93,9649.794411153633,SWE,NIC
380,95,9580.470227607893,SWE,PAN
380,58,7816.160593961981,SWE,ATG
380,60,7844.548615930941,SWE,KNA
380,395,2139.021726470959,SWE,ISL
380,205,1632.7718245430385,SWE,IRL
380,200,1435.811191163346,SWE,GBR
380,402,5982.046214989411,SWE,CPV
380,437,6154.3318179708995,SWE,CIV
380,452,6167.123147103602,SWE,GHA
380,450,6373.170994142058,SWE,LBR
380,235,2992.163364537235,SWE,PRT
380,230,2596.570888127004,SWE,ESP
380,439,5459.881246255367,SWE,BFA
380,438,6136.269046247146,SWE,GIN
380,404,5963.466117938735,SWE,GNB
380,432,5612.809867877952,SWE,MLI
380,433,5744.374308853373,SWE,SEN
380,451,6225.079509943993,SWE,SLE
380,420,5837.0280798939775,SWE,GMB
380,522,5695.154453523694,SWE,DJI
380,531,5175.351904793237,SWE,ERI
380,530,5846.050656168038,SWE,ETH
380,712,5561.736629913662,SWE,MNG
380,500,6666.0042434864035,SWE,UGA
380,645,3481.128044317436,SWE,IRQ
380,663,3323.128615280522,SWE,JOR
380,705,3411.5763371772778,SWE,KAZ
380,385,416.81167024024984,SWE,NOR
380,365,1232.3243127164956,SWE,RUS
380,380,0,SWE,SWE
380,615,2732.702479057125,SWE,DZA
380,232,2190.586520601615,SWE,AND
380,471,6177.9432161943805,SWE,CMR
380,482,6097.138401097174,SWE,CAF
380,221,1880.5243978668077,SWE,MCO
380,616,2568.7712047817645,SWE,TUN
380,434,6008.649324223247,SWE,BEN
380,411,6216.641470785836,SWE,GNQ
380,946,12932.808875998819,SWE,KIR
380,436,5253.142895276925,SWE,NER
380,475,5645.587690809811,SWE,NGA
380,403,6617.251022646082,SWE,STP
380,461,5961.070617981689,SWE,TGO
380,339,2006.6540676849843,SWE,ALB
380,346,1722.8093524400772,SWE,BIH
380,344,1512.1759558524682,SWE,HRV
380,325,1977.2207194754667,SWE,ITA
380,343,1942.3392841998973,SWE,MKD
380,338,2618.0488844236197,SWE,MLT
380,331,1755.2011478636325,SWE,SMR
380,355,1887.352053258527,SWE,BGR
380,352,2909.907033782706,SWE,CYP
380,372,2690.468374912285,SWE,GEO
380,350,2408.7185208864544,SWE,GRC
380,660,3108.5528196559662,SWE,LBN
380,640,2396.542548744915,SWE,TUR
380,305,1244.003372217972,SWE,AUT
380,316,1054.8894103963887,SWE,CZE
380,390,523.2661459010583,SWE,DNK
380,310,1318.7265218070352,SWE,HUN
380,290,809.8590953470425,SWE,POL
380,317,1246.1951798404477,SWE,SVK
380,349,1496.2599429254908,SWE,SVN
380,211,1284.590755078218,SWE,BEL
380,220,1546.0260691243989,SWE,FRA
380,223,1469.6615268008454,SWE,LIE
380,212,1325.493897176891,SWE,LUX
380,210,1128.3383735667476,SWE,NLD
380,225,1548.544649528394,SWE,CHE
380,370,839.5581306525972,SWE,BLR
380,366,379.54940467034345,SWE,EST
380,375,397.98897240603344,SWE,FIN
380,367,444.47460623993015,SWE,LVA
380,368,679.7218064058676,SWE,LTU
380,359,1546.206519139717,SWE,MDA
380,360,1745.0317661196568,SWE,ROU
380,369,1269.23938132903,SWE,UKR
380,781,7716.329783350112,SWE,MDV
380,698,5071.713127447723,SWE,OMN
380,520,6775.749300519206,SWE,SOM
380,780,7773.258908447603,SWE,LKA
380,701,3712.2438547359684,SWE,TKM
380,704,4024.42855223227,SWE,UZB
380,679,5337.30946905785,SWE,YEM
380,371,2821.237204775453,SWE,ARM
380,373,3057.106579038977,SWE,AZE
380,692,4449.493144375009,SWE,BHR
380,630,3567.9825946657106,SWE,IRN
380,690,4025.6265822335654,SWE,KWT
380,694,4585.363480518603,SWE,QAT
380,670,4455.716323257983,SWE,SAU
380,696,4791.96859634987,SWE,ARE
380,700,4601.768335569512,SWE,AFG
380,703,4202.627529731678,SWE,KGZ
380,790,6117.2849390279525,SWE,NPL
380,770,4895.773134458233,SWE,PAK
380,702,4227.806178625309,SWE,TJK
380,771,6771.264043345381,SWE,BGD
380,760,6382.016381158428,SWE,BTN
380,835,9935.93101177733,SWE,BRN
380,740,8203.36475413834,SWE,JPN
380,731,7269.679082597126,SWE,PRK
380,986,10726.737515917657,SWE,PLW
380,840,9338.91335407475,SWE,PHL
380,732,7452.818286747105,SWE,KOR
380,811,8737.552897197376,SWE,KHM
380,812,8020.850255426745,SWE,LAO
380,775,7742.997649990545,SWE,MMR
380,800,8302.720266670562,SWE,THA
380,816,7903.935979153066,SWE,VNM
380,983,12258.47808009096,SWE,MHL
380,987,11851.966404769199,SWE,FSM
380,571,9329.648297299353,SWE,BWA
380,516,7024.266854082157,SWE,BDI
380,501,6919.507668751328,SWE,KEN
380,517,6877.135272949458,SWE,RWA
380,551,8334.991193194766,SWE,ZMB
380,552,8630.339573262592,SWE,ZWE
380,581,8193.146232380212,SWE,COM
380,570,9860.903322390743,SWE,LSO
380,553,8251.916333673718,SWE,MWI
380,541,9551.04494404562,SWE,MOZ
380,560,9469.952916806937,SWE,ZAF
380,572,9566.181400656866,SWE,SWZ
380,540,7569.456111621914,SWE,AGO
380,484,7055.008717862073,SWE,COG
380,490,7062.715414741442,SWE,COD
380,950,15149.200607413542,SWE,FJI
380,481,6580.261506701604,SWE,GAB
380,565,9080.467281463425,SWE,NAM
380,920,17444.191929739223,SWE,NZL
380,580,9076.843420499119,SWE,MDG
380,590,9519.537548369417,SWE,MUS
380,591,7817.447524675613,SWE,SYC
380,860,11835.507491095013,SWE,TLS
380,900,15594.513390003929,SWE,AUS
380,970,12952.265428421319,SWE,NRU
380,910,13035.86928573062,SWE,PNG
380,940,13620.9941218253,SWE,SLB
380,947,14142.028523153076,SWE,TUV
380,935,14786.279086175256,SWE,VUT
380,20,6011.04398729426,SWE,CAN
380,255,812.2500956296639,SWE,DEU
380,713,8395.094497723649,SWE,TWN
380,710,6704.684029431948,SWE,CHN
380,820,9361.24557698407,SWE,MYS
380,830,9653.0029582173,SWE,SGP
380,850,10533.117845171262,SWE,IDN
380,620,2961.176710715655,SWE,LBY
380,483,5289.3791507095075,SWE,TCD
380,666,3320.3555507155847,SWE,ISR
380,652,3171.77428387161,SWE,SYR
380,651,3403.8935038238233,SWE,EGY
380,750,5579.134299645298,SWE,IND
380,341,1881.0439562107138,SWE,MNE
380,347,1866.4800039160486,SWE,KOS
380,345,1623.243455842981,SWE,SRB
380,2,6651.302894627272,SWE,USA
380,510,7430.418663292505,SWE,TZA
380,600,3354.238351220144,SWE,MAR
