year,cgdppc,gptfr,cow_code,polity2,iso3,toa_ml,toa_fa,tfr_delta10
1961,10803,2.91,385,10,NOR,1909,1946,-0.43000001
1961,691,5.96,790,-10,NPL,1993,NA,0.02
1961,13170,3.61,920,10,NZL,2003,NA,-0.34
1961,1932,7.25,698,-10,OMN,2011,NA,0
1961,1131,6.6,770,-7,PAK,1958,2005,0
1961,2622,5.85,95,4,PAN,1930,NA,-0.15000001
1961,2641,6.97,135,5,PER,1918,1989,-0.07
1961,1818,7.09,840,5,PHL,1952,2008,-0.20999999
1961,NA,6.28,910,NA,PNG,NA,NA,-0.050000001
1961,4397,2.96,290,-7,POL,1920,1947,0.66000003
1961,822,4.36,731,-8,PRK,NA,NA,-1.95
1961,4082,3.18,235,-9,PRT,1922,1942,-0.079999998
1961,1239,6.49,150,-9,PRY,1943,NA,0
1961,NA,6.97,694,NA,QAT,1967,NA,0
1961,1918,2.25,360,-7,ROU,1913,1944,1.1799999
1961,8680,2.46,365,-7,RUS,1912,1936,0.41999999
1961,697,8.19,517,-5,RWA,1967,NA,-0.25
1961,8254,7.23,670,-10,SAU,1969,NA,-0.039999999
1961,2040,6.71,625,-7,SDN,1981,NA,-0.039999999
1961,2369,7.04,433,-1,SEN,1952,1955,-0.41
1961,2474,5.56,830,NA,SGP,1969,NA,0.98000002
1961,NA,6.39,940,NA,SLB,1996,NA,0.0099999998
1961,1935,6.17,451,6,SLE,2015,NA,-0.27000001
1961,1592,6.68,92,-3,SLV,1927,2005,-0.44999999
1961,NA,7.25,520,7,SOM,1958,NA,0
1961,2219,2.49,345,-7,SRB,1922,1950,1
1961,NA,6.71,525,NA,SSD,NA,NA,-0.039999999
1961,NA,6.59,115,NA,SUR,NA,NA,-0.02
1961,NA,3.01,317,NA,SVK,1968,1941,0.56
1961,7151,2.33,349,NA,SVN,1971,1950,0.41999999
1961,12106,2.23,380,10,SWE,1913,1947,-0.02
1961,1052,6.73,572,NA,SWZ,1997,NA,-0.02
1961,2972,7.5,652,2,SYR,1959,NA,-0.31
1961,1476,6.27,483,-3,TCD,1952,1956,-0.2
1961,1158,6.57,461,-6,TGO,1956,1956,-0.23999999
1961,1392,6.15,800,-7,THA,1956,1990,-0.02
1961,NA,6.66,702,NA,TJK,1990,NA,-1.13
1961,NA,6.69,701,NA,TKM,1990,1936,-1.11
1961,NA,6.38,860,NA,TLS,NA,NA,0.11
1961,7956,5.18,52,NA,TTO,1971,NA,0.1
1961,2085,6.97,616,-9,TUN,1952,1961,-0.31
1961,3061,6.3,640,9,TUR,1936,NA,0.38999999
1961,1446,6.81,510,-6,TZA,1955,NA,-0.1
1961,1163,7.02,500,NA,UGA,1975,NA,-0.13
1961,NA,2.31,369,NA,UKR,1990,1936,0.44
1961,6993,2.89,165,8,URY,1935,1943,-0.19
1961,18175,3.63,2,10,USA,NA,NA,-0.43000001
1961,NA,6.36,704,NA,UZB,1990,NA,-0.89999998
1961,5727,6.64,101,6,VEN,1940,NA,-0.13
1961,1098,6.39,816,-8,VNM,1964,NA,-1.3099999
1961,1122,7.53,679,NA,YEM,1995,NA,-0.20999999
1961,5934,6.13,560,4,ZAF,1918,1992,0.20999999
1961,1719,7.17,551,NA,ZMB,1965,NA,-0.49000001
1961,2760,7.22,552,NA,ZWE,1985,NA,-0.46000001
1962,2695,7.45,700,-10,AFG,1987,NA,0.1
1962,NA,7.56,540,NA,AGO,NA,2011,-0.41
1962,2231,6.28,339,-9,ALB,1947,1947,-0.15000001
1962,NA,6.89,696,NA,ARE,1980,NA,0.079999998
1962,9197,3.09,160,5,ARG,1934,1957,0.07
1962,NA,4.44,371,NA,ARM,1956,1936,0.050000001
1962,15506,3.41,900,10,AUS,1973,NA,-0.23
1962,9416,2.8,305,10,AUT,1911,1948,-0.74000001
1962,NA,5.96,373,NA,AZE,1990,1936,-0.70999998
1962,903,7.05,516,-4,BDI,1966,1971,-0.25
1962,10445,2.63,211,9,BEL,1922,1931,-0.28999999
1962,1294,6.39,434,2,BEN,1952,1955,-0.56
1962,1877,6.34,439,-7,BFA,1952,1955,-0.25
1962,1206,6.79,771,NA,BGD,1939,NA,-0.46000001
1962,5832,2.21,355,-7,BGR,1918,1942,0.34
1962,NA,7.17,692,NA,BHR,1976,NA,-0.2
1962,960,3.68,1024,NA,BIH,NA,NA,1.22
1962,NA,2.61,370,NA,BLR,1990,1936,-0.02
1962,1247,6.65,145,4,BOL,1939,1953,0.1
1962,2559,6.14,140,5,BRA,1932,1941,0.0099999998
1962,NA,6.67,760,-10,BTN,NA,NA,0
1962,1235,6.65,571,NA,BWA,1963,NA,-0.16
1962,1484,5.89,482,-7,CAF,1952,1956,-0.40000001
1962,14577,3.7,20,10,CAN,1971,1944,-0.090000004
1962,16171,2.58,225,10,CHE,1911,1949,-0.28
1962,5821,5,155,5,CHL,1924,1984,0.02
1962,866,5.97,710,-8,CHN,1923,NA,0
1962,2199,7.51,437,-9,CIV,1952,1955,-0.76999998
1962,1086,5.77,471,4,CMR,1952,1959,-0.28
1962,2211,6.03,490,0,COD,1967,1951,-0.050000001
1962,1506,5.97,484,3,COG,1952,1956,-0.28999999
1962,3519,6.78,100,7,COL,1939,1961,-0.02
1962,1240,6.9,581,NA,COM,1952,NA,-0.97000003
1962,1423,6.95,402,NA,CPV,1976,1979,-0.40000001
1962,4031,6.32,94,10,CRI,1943,2001,-0.07
1962,4332,4.51,40,-7,CUB,1935,NA,-0.28999999
1962,6056,3.42,352,8,CYP,1964,1991,0.31
1962,NA,2.2,315,-7,CZE,1924,1941,0.55000001
1962,12144,2.47,260,10,DEU,1884,1936,-0.36000001
1962,4990,6.53,522,NA,DJI,1952,NA,-0.22
1962,13520,2.54,390,10,DNK,1892,1952,0
1962,2151,7.4,42,-3,DOM,1949,2005,0.19
1962,NA,7.61,615,-8,DZA,1949,1941,-0.17
1962,2964,6.68,130,1,ECU,1928,1998,0.050000001
1962,1804,6.67,651,-7,EGY,1964,NA,0.02
1962,6413,2.8,230,-7,ESP,1923,1926,-0.28999999
1962,NA,1.94,366,NA,EST,1989,NA,0.13
1962,788,6.88,530,-9,ETH,1960,NA,0.31999999
1962,9419,2.66,375,10,FIN,1963,1943,0.40000001
1962,NA,6.09,950,NA,FJI,1947,NA,0.5
1962,11343,2.81,220,4,FRA,1913,1932,-0.050000001
1962,5617,4.97,481,-7,GAB,1952,1956,0.1
1962,12426,2.79,200,10,GBR,1946,1945,-0.63999999
1962,NA,2.94,372,NA,GEO,1990,NA,0.029999999
1962,2566,6.83,452,-3,GHA,1967,NA,-0.41
1962,1532,6.14,438,-9,GIN,1952,1960,-0.15000001
1962,2148,5.67,420,NA,GMB,1959,NA,-0.40000001
1962,944,5.94,404,NA,GNB,NA,NA,0.47999999
1962,1367,5.67,411,NA,GNQ,1990,1984,-0.079999998
1962,4960,2.32,350,4,GRC,1920,1957,0.079999998
1962,2248,6.82,90,-5,GTM,1932,2008,0.27000001
1962,NA,6.23,110,NA,GUY,1969,NA,-0.43000001
1962,2114,7.44,91,-1,HND,1959,1990,0.059999999
1962,6320,2.27,344,NA,HRV,1971,1950,0.52999997
1962,2717,6.3,41,-7,HTI,1954,NA,0
1962,5024,1.88,310,-7,HUN,1891,1938,0.83999997
1962,1422,5.65,850,-5,IDN,1954,NA,-0.19
1962,1356,5.89,750,5,IND,1929,NA,0.0099999998
1962,6462,3.98,205,10,IRL,1952,1944,-0.56999999
1962,3333,6.91,630,-10,IRN,1949,1955,0
1962,6764,6.51,645,-5,IRQ,1964,NA,0.93000001
1962,7676,3.83,666,10,ISR,1953,1959,0.49000001
1962,8349,2.47,325,10,ITA,1924,1936,-0.1
1962,4334,5.63,51,10,JAM,1966,NA,-1.5
1962,3084,7.9,663,-9,JOR,1960,NA,-0.50999999
1962,6261,2.01,740,10,JPN,1922,1969,1.0599999
1962,NA,4.43,705,NA,KAZ,1990,NA,-0.039999999
1962,1398,8.04,501,NA,KEN,1976,NA,-0.58999997
1962,NA,5.53,703,NA,KGZ,1955,1936,-1.17
1962,780,6.96,811,-9,KHM,1957,NA,-0.0099999998
1962,1573,5.74,732,-7,KOR,1993,2018,-0.49000001
1962,NA,7.31,690,NA,KWT,1964,NA,-0.1
1962,701,5.97,812,0,LAO,1994,NA,-0.029999999
1962,9814,5.69,660,1,LBN,1943,1943,0.050000001
1962,872,6.45,450,-6,LBR,NA,NA,-0.19
1962,8587,7.31,620,-7,LBY,1957,NA,-0.12
1962,1510,5.3,780,7,LKA,1939,NA,0.54000002
1962,593,5.82,570,NA,LSO,1992,NA,0.02
1962,NA,2.45,368,NA,LTU,1925,1936,0.34
1962,16791,2.39,212,10,LUX,1925,1947,-0.44
1962,NA,1.88,367,NA,LVA,1922,1936,0.12
1962,2524,7.09,600,-4,MAR,1952,1959,-0.50999999
1962,NA,3.18,359,NA,MDA,NA,1936,0.31999999
1962,1207,7.3,580,1,MDG,1952,1956,0
1962,3657,6.76,70,-6,MEX,1917,1998,-0.039999999
1962,3172,3.69,343,NA,MKD,NA,NA,0.94999999
1962,1144,6.99,432,-7,MLI,1952,1955,-0.25999999
1962,850,6.1,775,-6,MMR,1954,NA,-0.1
1962,5067,3.44,341,NA,MNE,NA,NA,0.80000001
1962,954,7.35,712,-7,MNG,1994,2006,-1.8099999
1962,609,6.92,541,NA,MOZ,NA,NA,-0.11
1962,1127,6.79,435,-7,MRT,1952,1955,-0.49000001
1962,4373,6.12,590,NA,MUS,1975,NA,-0.22
1962,1093,6.99,553,NA,MWI,2000,NA,-0.17
1962,2741,6.35,820,7,MYS,1955,NA,-0.059999999
1962,4533,6.18,565,NA,NAM,1994,NA,-0.19
1962,1562,7.49,436,-3,NER,1952,1961,-0.38999999
1962,2422,6.35,475,8,NGA,1963,NA,0
1962,2443,7.18,93,-8,NIC,1955,1982,-0.02
1962,11470,3.18,210,10,NLD,1929,1939,-0.090000004
1962,11076,2.89,385,10,NOR,1909,1946,-0.28
1962,705,5.96,790,-9,NPL,1993,NA,0.0099999998
1962,13354,3.51,920,10,NZL,2003,NA,-0.19
1962,2267,7.25,698,-10,OMN,2011,NA,0
1962,1195,6.6,770,1,PAK,1958,2005,0
1962,2869,5.81,95,4,PAN,1930,NA,-0.059999999
1962,2784,6.96,135,-6,PER,1918,1989,-0.059999999
1962,1904,7.02,840,5,PHL,1952,2008,-0.029999999
1962,NA,6.28,910,NA,PNG,NA,NA,-0.039999999
1962,4288,2.82,290,-7,POL,1920,1947,0.81999999
1962,820,4.17,731,-8,PRK,NA,NA,-0.92000002
1962,4470,3.19,235,-9,PRT,1922,1942,-0.090000004
1962,1333,6.47,150,-9,PRY,1943,NA,0.029999999
1962,NA,6.98,694,NA,QAT,1967,NA,-0.0099999998
1962,2012,2.22,360,-7,ROU,1913,1944,1.09
1962,9205,2.34,365,-7,RUS,1912,1936,0.54000002
1962,809,8.2,517,-5,RWA,1967,NA,-0.22
1962,9069,7.24,670,-10,SAU,1969,NA,-0.059999999
1962,2113,6.74,625,-7,SDN,1981,NA,-0.090000004
1962,2405,7.08,433,-4,SEN,1952,1955,-0.40000001
1962,2577,5.27,830,NA,SGP,1969,NA,1.35
1962,NA,6.38,940,NA,SLB,1996,NA,0.02
1962,1959,6.22,451,6,SLE,2015,NA,-0.31999999
1962,1775,6.67,92,-3,SLV,1927,2005,-0.37
1962,NA,7.26,520,7,SOM,1958,NA,-0.0099999998
1962,2275,2.48,345,-7,SRB,1922,1950,0.81
1962,NA,6.74,525,NA,SSD,NA,NA,-0.090000004
1962,NA,6.56,115,NA,SUR,NA,NA,0
1962,NA,2.94,317,NA,SVK,1968,1941,0.58999997
1962,7399,2.33,349,NA,SVN,1971,1950,0.34
1962,12806,2.26,380,10,SWE,1913,1947,-0.02
1962,1242,6.75,572,NA,SWZ,1997,NA,-0.050000001
1962,3244,7.52,652,-3,SYR,1959,NA,-0.31
1962,1528,6.29,483,-8,TCD,1952,1956,-0.2
1962,1160,6.62,461,-6,TGO,1956,1956,-0.28999999
1962,1479,6.16,800,-7,THA,1956,1990,-0.02
1962,NA,6.76,702,NA,TJK,1990,NA,-1.14
1962,NA,6.76,701,NA,TKM,1990,1936,-1.1900001
1962,NA,6.38,860,NA,TLS,NA,NA,0.07
1962,7714,5.05,52,4,TTO,1971,NA,0.23999999
1962,2003,6.99,616,-9,TUN,1952,1961,-0.31
1962,3218,6.24,640,9,TUR,1936,NA,0.43000001
1962,1543,6.8,510,-6,TZA,1955,NA,-0.07
1962,1174,7.04,500,7,UGA,1975,NA,-0.14
1962,NA,2.21,369,NA,UKR,1990,1936,0.60000002
1962,6956,2.88,165,8,URY,1935,1943,-0.16
1962,18977,3.48,2,10,USA,NA,NA,-0.18000001
1962,NA,6.44,704,NA,UZB,1990,NA,-0.88999999
1962,5789,6.63,101,6,VEN,1940,NA,-0.17
1962,1197,6.43,816,-8,VNM,1964,NA,-1.12
1962,1129,7.58,679,NA,YEM,1995,NA,-0.27000001
1962,6033,6.08,560,4,ZAF,1918,1992,0.23
1962,1678,7.21,551,NA,ZMB,1965,NA,-0.50999999
1962,2636,7.27,552,NA,ZWE,1985,NA,-0.49000001
1963,2683,7.45,700,-10,AFG,1987,NA,0.090000004
1963,NA,7.59,540,NA,AGO,NA,2011,-0.41999999
1963,2307,6.13,339,-9,ALB,1947,1947,0.14
1963,NA,6.88,696,NA,ARE,1980,NA,0.1
1963,8877,3.08,160,6,ARG,1934,1957,0.07
1963,NA,4.32,371,NA,ARM,1956,1936,0.16
1963,16188,3.32,900,10,AUS,1973,NA,-0.13
1963,9755,2.82,305,10,AUT,1911,1948,-0.73000002
1963,NA,5.95,373,NA,AZE,1990,1936,-0.67000002
1963,899,7.09,516,5,BDI,1966,1971,-0.30000001
1963,10917,2.62,211,9,BEL,1922,1931,-0.25999999
1963,1336,6.45,434,-1,BEN,1952,1955,-0.56999999
1963,1788,6.38,439,-7,BFA,1952,1955,-0.25999999
1963,1312,6.83,771,NA,BGD,1939,NA,-0.44
1963,6049,2.2,355,-7,BGR,1918,1942,0.28999999
1963,NA,7.19,692,NA,BHR,1976,NA,-0.23999999
1963,1063,3.6,1024,NA,BIH,NA,NA,1.1
1963,NA,2.55,370,NA,BLR,1990,1936,0.090000004
1963,1309,6.63,145,4,BOL,1939,1953,0.13
1963,2519,6.06,140,3,BRA,1932,1941,0.079999998
1963,NA,6.67,760,-10,BTN,NA,NA,0
1963,1228,6.67,571,NA,BWA,1963,NA,-0.16
1963,1358,5.91,482,-7,CAF,1952,1956,-0.36000001
1963,15055,3.56,20,10,CAN,1971,1944,0.14
1963,16816,2.58,225,10,CHE,1911,1949,-0.28
1963,5889,4.93,155,5,CHL,1924,1984,0.18000001
1963,950,7.41,710,-8,CHN,1923,NA,-1.74
1963,2463,7.58,437,-9,CIV,1952,1955,-0.76999998
1963,1134,5.83,471,4,CMR,1952,1959,-0.36000001
1963,2150,6.05,490,-3,COD,1967,1951,-0.07
1963,1678,6.01,484,-7,COG,1952,1956,-0.31999999
1963,3518,6.74,100,7,COL,1939,1961,0.0099999998
1963,1437,6.94,581,NA,COM,1952,NA,-0.85000002
1963,1352,6.98,402,NA,CPV,1976,1979,-0.40000001
1963,4248,6.2,94,10,CRI,1943,2001,0.13
1963,4309,4.61,40,-7,CUB,1935,NA,-0.64999998
1963,6146,3.35,352,0,CYP,1964,1991,0.31
1963,NA,2.15,315,-7,CZE,1924,1941,0.50999999
1963,12365,2.49,260,10,DEU,1884,1936,-0.34999999
1963,5034,6.56,522,NA,DJI,1952,NA,-0.25
1963,13568,2.64,390,10,DNK,1892,1952,-0.039999999
1963,2074,7.3,42,0,DOM,1949,2005,0.33000001
1963,NA,7.65,615,-8,DZA,1949,1941,-0.22
1963,2956,6.65,130,-6,ECU,1928,1998,0.090000004
1963,1885,6.65,651,-7,EGY,1964,NA,0.059999999
1963,6884,2.82,230,-7,ESP,1923,1926,-0.27000001
1963,NA,1.95,366,NA,EST,1989,NA,0.1
1963,874,6.87,530,-9,ETH,1960,NA,0.25
1963,9527,2.66,375,10,FIN,1963,1943,0.30000001
1963,NA,5.88,950,NA,FJI,1947,NA,0.85000002
1963,11792,2.81,220,4,FRA,1913,1932,-0.090000004
1963,6203,5.01,481,-7,GAB,1952,1956,0.029999999
1963,12849,2.8,200,10,GBR,1946,1945,-0.60000002
1963,NA,2.92,372,NA,GEO,1990,NA,0
1963,2684,6.86,452,-3,GHA,1967,NA,-0.40000001
1963,1408,6.15,438,-9,GIN,1952,1960,-0.14
1963,2210,5.72,420,NA,GMB,1959,NA,-0.41999999
1963,979,5.95,404,NA,GNB,NA,NA,0.22
1963,1551,5.69,411,NA,GNQ,1990,1984,-0.090000004
1963,5504,2.34,350,4,GRC,1920,1957,0.07
1963,2326,6.79,90,-5,GTM,1932,2008,0.25
1963,NA,6.14,110,NA,GUY,1969,NA,-0.17
1963,2182,7.44,91,-1,HND,1959,1990,0.07
1963,6950,2.24,344,NA,HRV,1971,1950,0.47
1963,2489,6.27,41,-7,HTI,1954,NA,0.029999999
1963,5354,1.84,310,-7,HUN,1891,1938,0.82999998
1963,1259,5.63,850,-5,IDN,1954,NA,-0.1
1963,1356,5.88,750,5,IND,1929,NA,0.02
1963,6705,4,205,10,IRL,1952,1944,-0.61000001
1963,3591,6.9,630,-10,IRN,1949,1955,0.0099999998
1963,6481,6.69,645,-5,IRQ,1964,NA,0.38
1963,8235,3.82,666,10,ISR,1953,1959,0.38999999
1963,8890,2.5,325,10,ITA,1924,1936,-0.18000001
1963,4466,5.71,51,10,JAM,1966,NA,-1.38
1963,3091,7.98,663,-9,JOR,1960,NA,-0.66000003
1963,6668,2.01,740,10,JPN,1922,1969,0.82999998
1963,NA,4.32,705,NA,KAZ,1990,NA,0.11
1963,1385,8.08,501,5,KEN,1976,NA,-0.56999999
1963,NA,5.52,703,NA,KGZ,1955,1936,-1.03
1963,816,6.94,811,-9,KHM,1957,NA,0.0099999998
1963,1638,5.53,732,3,KOR,1993,2018,0.11
1963,NA,7.35,690,-8,KWT,1964,NA,-0.15000001
1963,708,5.97,812,0,LAO,1994,NA,-0.029999999
1963,9704,5.65,660,1,LBN,1943,1943,0.079999998
1963,869,6.48,450,-6,LBR,NA,NA,-0.2
1963,11153,7.4,620,-7,LBY,1957,NA,-0.19
1963,1502,5.18,780,7,LKA,1939,NA,0.68000001
1963,662,5.81,570,NA,LSO,1992,NA,0.039999999
1963,NA,2.41,368,NA,LTU,1925,1936,0.37
1963,17157,2.39,212,10,LUX,1925,1947,-0.38
1963,NA,1.86,367,NA,LVA,1922,1936,0.14
1963,2548,7.09,600,-3,MAR,1952,1959,-0.44999999
1963,NA,3.09,359,NA,MDA,NA,1936,0.41999999
1963,1232,7.31,580,1,MDG,1952,1956,-0.0099999998
1963,3906,6.75,70,-6,MEX,1917,1998,-0.0099999998
1963,3686,3.64,343,NA,MKD,NA,NA,0.89999998
1963,1058,7.01,432,-7,MLI,1952,1955,-0.25
1963,858,6.12,775,-6,MMR,1954,NA,-0.13
1963,5725,3.34,341,NA,MNE,NA,NA,0.82999998
1963,984,7.48,712,-7,MNG,1994,2006,-1.87
1963,571,6.9,541,NA,MOZ,NA,NA,-0.059999999
1963,1094,6.8,435,-7,MRT,1952,1955,-0.40000001
1963,4546,5.99,590,NA,MUS,1975,NA,-0.15000001
1963,1039,7.02,553,NA,MWI,2000,NA,-0.2
1963,2857,6.25,820,7,MYS,1955,NA,0.050000001
1963,4907,6.2,565,NA,NAM,1994,NA,-0.19
1963,1666,7.51,436,-3,NER,1952,1961,-0.37
1963,2566,6.34,475,8,NGA,1963,NA,0.0099999998
1963,2671,7.11,93,-8,NIC,1955,1982,0.19
1963,11658,3.19,210,10,NLD,1929,1939,-0.16
1963,11521,2.91,385,10,NOR,1909,1946,-0.25
1963,699,5.96,790,-9,NPL,1993,NA,0.0099999998
1963,13912,3.41,920,10,NZL,2003,NA,-0.02
1963,2307,7.26,698,-10,OMN,2011,NA,-0.0099999998
1963,1224,6.6,770,1,PAK,1958,2005,0
1963,3066,5.77,95,4,PAN,1930,NA,0.02
1963,2886,6.95,135,5,PER,1918,1989,-0.039999999
1963,1965,6.95,840,5,PHL,1952,2008,0.14
1963,NA,6.28,910,NA,PNG,NA,NA,-0.039999999
1963,4495,2.69,290,-7,POL,1920,1947,0.95999998
1963,867,4.06,731,-8,PRK,NA,NA,-0.14
1963,4699,3.19,235,-9,PRT,1922,1942,-0.090000004
1963,1368,6.45,150,-9,PRY,1943,NA,0.050000001
1963,NA,6.98,694,NA,QAT,1967,NA,-0.0099999998
1963,2114,2.25,360,-7,ROU,1913,1944,0.94
1963,9465,2.28,365,-7,RUS,1912,1936,0.44
1963,703,8.2,517,-5,RWA,1967,NA,-0.18000001
1963,9669,7.25,670,-10,SAU,1969,NA,-0.079999998
1963,1987,6.76,625,-4,SDN,1981,NA,-0.12
1963,2443,7.12,433,-7,SEN,1952,1955,-0.40000001
1963,2764,4.97,830,NA,SGP,1969,NA,1.6900001
1963,NA,6.39,940,NA,SLB,1996,NA,0.0099999998
1963,1929,6.26,451,6,SLE,2015,NA,-0.34999999
1963,1804,6.65,92,-3,SLV,1927,2005,-0.28
1963,NA,7.26,520,7,SOM,1958,NA,-0.0099999998
1963,2527,2.48,345,-7,SRB,1922,1950,0.63
1963,NA,6.76,525,NA,SSD,NA,NA,-0.12
1963,NA,6.5,115,NA,SUR,NA,NA,0.050000001
1963,NA,2.86,317,NA,SVK,1968,1941,0.62
1963,8176,2.32,349,NA,SVN,1971,1950,0.27000001
1963,13461,2.33,380,10,SWE,1913,1947,-0.059999999
1963,1281,6.76,572,NA,SWZ,1997,NA,-0.059999999
1963,3032,7.54,652,-8,SYR,1959,NA,-0.30000001
1963,1478,6.3,483,-8,TCD,1952,1956,-0.19
1963,1182,6.68,461,-6,TGO,1956,1956,-0.34999999
1963,1542,6.16,800,-7,THA,1956,1990,-0.02
1963,NA,6.84,702,NA,TJK,1990,NA,-1.13
1963,NA,6.79,701,NA,TKM,1990,1936,-1.1799999
1963,NA,6.37,860,NA,TLS,NA,NA,0.050000001
1963,8582,4.87,52,4,TTO,1971,NA,0.44
1963,2259,7.01,616,-9,TUN,1952,1961,-0.31
1963,3474,6.17,640,9,TUR,1936,NA,0.47999999
1963,1686,6.8,510,-6,TZA,1955,NA,-0.050000001
1963,1269,7.06,500,7,UGA,1975,NA,-0.16
1963,NA,2.13,369,NA,UKR,1990,1936,0.72000003
1963,6864,2.87,165,8,URY,1935,1943,-0.13
1963,19515,3.35,2,10,USA,NA,NA,0.02
1963,NA,6.49,704,NA,UZB,1990,NA,-0.86000001
1963,6166,6.58,101,6,VEN,1940,NA,-0.15000001
1963,1193,6.45,816,-8,VNM,1964,NA,-0.93000001
1963,1139,7.62,679,NA,YEM,1995,NA,-0.31
1963,6392,6.03,560,4,ZAF,1918,1992,0.25999999
1963,1719,7.25,551,NA,ZMB,1965,NA,-0.51999998
1963,2538,7.31,552,NA,ZWE,1985,NA,-0.5
1964,2673,7.45,700,-7,AFG,1987,NA,0.079999998
1964,NA,7.61,540,NA,AGO,NA,2011,-0.41
1964,2386,5.96,339,-9,ALB,1947,1947,0.41
1964,NA,6.86,696,NA,ARE,1980,NA,0.13
1964,9685,3.07,160,6,ARG,1934,1957,0.079999998
1964,NA,4.16,371,NA,ARM,1956,1936,0.31999999
1964,16666,3.16,900,10,AUS,1973,NA,0.039999999
1964,10195,2.8,305,10,AUT,1911,1948,-0.63999999
1964,NA,5.89,373,NA,AZE,1990,1936,-0.56999999
1964,881,7.14,516,5,BDI,1966,1971,-0.34999999
1964,11672,2.6,211,9,BEL,1922,1931,-0.20999999
1964,1425,6.5,434,-4,BEN,1952,1955,-0.56
1964,1817,6.41,439,-7,BFA,1952,1955,-0.25999999
1964,1292,6.85,771,NA,BGD,1939,NA,-0.40000001
1964,6473,2.18,355,-7,BGR,1918,1942,0.25
1964,NA,7.19,692,NA,BHR,1976,NA,-0.25
1964,1162,3.52,1024,NA,BIH,NA,NA,0.99000001
1964,NA,2.49,370,NA,BLR,1990,1936,0.19
1964,1358,6.61,145,-4,BOL,1939,1953,0.16
1964,2527,5.95,140,-3,BRA,1932,1941,0.19
1964,NA,6.67,760,-10,BTN,NA,NA,0
1964,1223,6.68,571,NA,BWA,1963,NA,-0.16
1964,1356,5.93,482,-7,CAF,1952,1956,-0.33000001
1964,15747,3.38,20,10,CAN,1971,1944,0.40000001
1964,17719,2.56,225,10,CHE,1911,1949,-0.25
1964,5928,4.84,155,6,CHL,1924,1984,0.34
1964,1050,6.12,710,-8,CHN,1923,NA,-0.16
1964,2716,7.65,437,-9,CIV,1952,1955,-0.75999999
1964,1152,5.89,471,4,CMR,1952,1959,-0.41999999
1964,1859,6.07,490,-6,COD,1967,1951,-0.1
1964,1742,6.05,484,-7,COG,1952,1956,-0.34999999
1964,3628,6.67,100,7,COL,1939,1961,0.079999998
1964,1492,6.98,581,NA,COM,1952,NA,-0.75999999
1964,1371,6.99,402,NA,CPV,1976,1979,-0.37
1964,4360,6.04,94,10,CRI,1943,2001,0.36000001
1964,4598,4.64,40,-7,CUB,1935,NA,-0.86000001
1964,5224,3.25,352,0,CYP,1964,1991,0.36000001
1964,NA,2.1,315,-7,CZE,1924,1941,0.47999999
1964,13196,2.5,260,10,DEU,1884,1936,-0.33000001
1964,4988,6.6,522,NA,DJI,1952,NA,-0.28
1964,14812,2.6,390,10,DNK,1892,1952,-0.059999999
1964,2120,7.19,42,0,DOM,1949,2005,0.47
1964,NA,7.67,615,-8,DZA,1949,1941,-0.25999999
1964,3080,6.61,130,-6,ECU,1928,1998,0.14
1964,1966,6.62,651,-7,EGY,1964,NA,0.1
1964,7102,2.83,230,-7,ESP,1923,1926,-0.23999999
1964,NA,1.95,366,NA,EST,1989,NA,0.090000004
1964,899,6.87,530,-9,ETH,1960,NA,0.18000001
1964,9793,2.58,375,10,FIN,1963,1943,0.34999999
1964,NA,5.68,950,NA,FJI,1947,NA,1.14
1964,12492,2.8,220,4,FRA,1913,1932,-0.1
1964,6230,5.04,481,-7,GAB,1952,1956,-0.039999999
1964,13513,2.79,200,10,GBR,1946,1945,-0.52999997
1964,NA,2.91,372,NA,GEO,1990,NA,-0.0099999998
1964,2693,6.89,452,-9,GHA,1967,NA,-0.38999999
1964,1455,6.15,438,-9,GIN,1952,1960,-0.13
1964,2244,5.78,420,NA,GMB,1959,NA,-0.44999999
1964,1078,5.96,404,NA,GNB,NA,NA,0.090000004
1964,1764,5.71,411,NA,GNQ,1990,1984,-0.11
1964,5818,2.37,350,4,GRC,1920,1957,0.039999999
1964,2337,6.77,90,-5,GTM,1932,2008,0.23
1964,NA,6.05,110,NA,GUY,1969,NA,0.050000001
1964,2248,7.44,91,-1,HND,1959,1990,0.07
1964,7560,2.21,344,NA,HRV,1971,1950,0.41999999
1964,2382,6.23,41,-7,HTI,1954,NA,0.07
1964,5709,1.83,310,-7,HUN,1891,1938,0.77999997
1964,1160,5.62,850,-5,IDN,1954,NA,-0.039999999
1964,1389,5.86,750,5,IND,1929,NA,0.039999999
1964,6849,3.99,205,10,IRL,1952,1944,-0.58999997
1964,3737,6.87,630,-10,IRN,1949,1955,0.039999999
1964,7077,6.87,645,-5,IRQ,1964,NA,-0.11
1964,8685,3.82,666,10,ISR,1953,1959,0.28999999
1964,9170,2.52,325,10,ITA,1924,1936,-0.23
1964,4536,5.78,51,10,JAM,1966,NA,-1.26
1964,3492,8.03,663,-9,JOR,1960,NA,-0.75
1964,7371,2.01,740,10,JPN,1922,1969,0.62
1964,NA,4.19,705,NA,KAZ,1990,NA,0.28999999
1964,1500,8.1,501,-1,KEN,1976,NA,-0.52999997
1964,NA,5.48,703,NA,KGZ,1955,1936,-0.85000002
