year,cgdppc,gptfr,cow_code,polity2,iso3,toa_ml,toa_fa,tfr_delta10
1922,NA,5.2,344,NA,HRV,1971,1950,-0.22
1922,NA,6.31,41,NA,HTI,1954,NA,0
1922,NA,3.6,310,-1,HUN,1891,1938,0.89999998
1922,1315,5.47,850,NA,IDN,1954,NA,0.63999999
1922,1447,5.77,750,NA,IND,1929,NA,-0.059999999
1922,3492,2.61,205,8,IRL,1952,1944,0.49000001
1922,NA,7.08,630,-3,IRN,1949,1955,0
1922,NA,7.13,645,NA,IRQ,1964,NA,0
1922,NA,4.42,666,NA,ISR,1953,1959,0.13
1922,2394,3.74,325,-2,ITA,1924,1936,0.57999998
1922,NA,5.26,51,NA,JAM,1966,NA,-0.25999999
1922,NA,6.97,663,NA,JOR,1960,NA,0
1922,2446,5.12,740,1,JPN,1922,1969,-0.039999999
1922,NA,6.27,705,NA,KAZ,1990,NA,0.07
1922,NA,6.91,501,NA,KEN,1976,NA,0
1922,NA,6.58,703,NA,KGZ,1955,1936,0
1922,NA,6.95,811,NA,KHM,1957,NA,0
1922,846,5.96,732,NA,KOR,1993,2018,-0.0099999998
1922,NA,6.87,690,NA,KWT,1964,NA,0
1922,NA,6.13,812,NA,LAO,1994,NA,0
1922,NA,5.74,660,NA,LBN,1943,1943,0
1922,NA,6.19,450,-6,LBR,NA,NA,0
1922,NA,7.2,620,NA,LBY,1957,NA,0
1922,1265,5.94,780,NA,LKA,1939,NA,-0.88999999
1922,NA,5.84,570,NA,LSO,1992,NA,0
1922,NA,3.84,368,4,LTU,1925,1936,0.50999999
1922,NA,2.73,212,10,LUX,1925,1947,0.83999997
1922,NA,3.04,367,7,LVA,1922,1936,0.20999999
1922,NA,6.5,600,NA,MAR,1952,1959,0
1922,NA,5.69,359,NA,MDA,NA,1936,0.28
1922,NA,6.89,580,NA,MDG,1952,1956,0
1922,1933,6.07,70,-1,MEX,1917,1998,-0.28
1922,NA,4.89,343,NA,MKD,NA,NA,0.28
1922,NA,6.23,432,NA,MLI,1952,1955,0
1922,NA,6.03,775,NA,MMR,1954,NA,0
1922,NA,4.86,341,NA,MNE,NA,NA,0.28
1922,NA,5.94,712,NA,MNG,1994,2006,0
1922,NA,6.63,541,NA,MOZ,NA,NA,0
1922,NA,6.34,435,NA,MRT,1952,1955,0
1922,NA,5.11,590,NA,MUS,1975,NA,0
1922,NA,6.78,553,NA,MWI,2000,NA,0
1922,1970,5.35,820,NA,MYS,1955,NA,0.1
1922,NA,5.96,565,NA,NAM,1994,NA,0
1922,NA,6.83,436,NA,NER,1952,1961,0
1922,NA,6.55,475,NA,NGA,1963,NA,0
1922,1273,6.16,93,-3,NIC,1955,1982,0
1922,5266,3.54,210,10,NLD,1929,1939,0.30000001
1922,4612,3.18,385,10,NOR,1909,1946,0.54000002
1922,NA,6.15,790,-3,NPL,1993,NA,0
1922,6692,3.11,920,10,NZL,2003,NA,0.44
1922,NA,6.88,698,-6,OMN,2011,NA,0
1922,NA,6.59,770,NA,PAK,1958,2005,0
1922,1931,5.36,95,-3,PAN,1930,NA,0.27000001
1922,1194,6.6,135,-9,PER,1918,1989,0.1
1922,1662,5.99,840,NA,PHL,1952,2008,-0.07
1922,NA,6.23,910,NA,PNG,NA,NA,0
1922,NA,4.73,290,8,POL,1920,1947,-0.17
1922,NA,6.14,731,NA,PRK,NA,NA,-0.0099999998
1922,1899,4.3,235,7,PRT,1922,1942,0.23999999
1922,NA,6.49,150,-3,PRY,1943,NA,0
1922,NA,6.97,694,NA,QAT,1967,NA,0
1922,647,4.98,360,-4,ROU,1913,1944,0.83999997
1922,NA,6,365,-7,RUS,1912,1936,1.04
1922,NA,7.07,517,NA,RWA,1967,NA,0
1922,NA,6.86,670,NA,SAU,1969,NA,0
1922,NA,6.64,625,NA,SDN,1981,NA,0
1922,NA,5.7,433,NA,SEN,1952,1955,0
1922,1969,5.83,830,NA,SGP,1969,NA,-0.44
1922,NA,6.42,940,NA,SLB,1996,NA,0
1922,NA,5.72,451,NA,SLE,2015,NA,0
1922,874,6.24,92,-6,SLV,1927,2005,-0.25
1922,NA,6.87,520,NA,SOM,1958,NA,0
1922,817,4.7,345,0,SRB,1922,1950,0.44
1922,NA,6.64,525,NA,SSD,NA,NA,0
1922,NA,6.58,115,NA,SUR,NA,NA,0
1922,NA,4.67,317,NA,SVK,1968,1941,-0.11
1922,NA,3.9,349,NA,SVN,1971,1950,0.1
1922,4382,2.63,380,10,SWE,1913,1947,0.75999999
1922,NA,6.71,572,NA,SWZ,1997,NA,0
1922,NA,6.85,652,NA,SYR,1959,NA,0
1922,NA,6.06,483,NA,TCD,1952,1956,0
1922,NA,6.34,461,NA,TGO,1956,1956,0
1922,NA,6.35,800,-10,THA,1956,1990,0
1922,NA,5.87,702,NA,TJK,1990,NA,0
1922,NA,6.22,701,NA,TKM,1990,1936,0
1922,NA,6.52,860,NA,TLS,NA,NA,0
1922,NA,4.19,52,NA,TTO,1971,NA,0.14
1922,NA,6.4,616,NA,TUN,1952,1961,0
1922,NA,6.79,640,0,TUR,1936,NA,0.059999999
1922,NA,6.74,510,NA,TZA,1955,NA,0
1922,NA,6.89,500,NA,UGA,1975,NA,0
1922,NA,5.24,369,NA,UKR,1990,1936,0.66000003
1922,3459,3.48,165,3,URY,1935,1943,0.86000001
1922,8466,3.11,2,10,USA,NA,NA,0.44999999
1922,NA,5.71,704,NA,UZB,1990,NA,0
1922,958,5.52,101,-9,VEN,1940,NA,0.44
1922,NA,4.69,816,NA,VNM,1964,NA,-0.49000001
1922,NA,6.88,679,NA,YEM,1995,NA,0
1922,NA,6.47,560,4,ZAF,1918,1992,0
1922,NA,6.71,551,NA,ZMB,1965,NA,0
1922,NA,6.75,552,NA,ZWE,1985,NA,0
1923,NA,7,700,-6,AFG,1987,NA,0
1923,NA,7.02,540,NA,AGO,NA,2011,-0.0099999998
1923,NA,4.6,339,0,ALB,1947,1947,0
1923,NA,6.94,696,NA,ARE,1980,NA,0
1923,6677,4.65,160,2,ARG,1934,1957,0.63
1923,NA,7.82,371,NA,ARM,1956,1936,0.1
1923,9600,3.02,900,10,AUS,1973,NA,0.49000001
1923,3079,3.1,305,8,AUT,1911,1948,0.23
1923,NA,7.26,373,NA,AZE,1990,1936,0.30000001
1923,NA,6.81,516,NA,BDI,1966,1971,0
1923,5823,2.62,211,6,BEL,1922,1931,0.52999997
1923,NA,5.66,434,NA,BEN,1952,1955,-0.0099999998
1923,NA,6.11,439,NA,BFA,1952,1955,-0.0099999998
1923,NA,6.7,771,NA,BGD,1939,NA,0
1923,NA,5.11,355,-3,BGR,1918,1942,0.34
1923,NA,6.97,692,NA,BHR,1976,NA,0.0099999998
1923,NA,5.16,1024,NA,BIH,NA,NA,0.029999999
1923,NA,5.26,370,NA,BLR,1990,1936,0.31999999
1923,1085,6.48,145,1,BOL,1939,1953,0
1923,933,5.9,140,-3,BRA,1932,1941,0
1923,NA,6.67,760,-10,BTN,NA,NA,0
1923,NA,6.5,571,NA,BWA,1963,NA,0
1923,NA,6.51,482,NA,CAF,1952,1956,0
1923,6700,3.23,20,10,CAN,1971,1944,0.72000003
1923,4811,2.43,225,10,CHE,1911,1949,0.57999998
1923,3376,5.67,155,3,CHL,1924,1984,0.41
1923,NA,5.5,710,-5,CHN,1923,NA,0
1923,NA,6.78,437,NA,CIV,1952,1955,0
1923,NA,5.54,471,NA,CMR,1952,1959,0
1923,NA,5.99,490,NA,COD,1967,1951,0
1923,NA,5.67,484,NA,COG,1952,1956,0
1923,1679,6.43,100,-5,COL,1939,1961,-0.079999998
1923,NA,6.01,581,NA,COM,1952,NA,0
1923,NA,6.62,402,NA,CPV,1976,1979,-0.02
1923,2221,6.77,94,5,CRI,1943,2001,0.44
1923,3276,5.35,40,3,CUB,1935,NA,0.44999999
1923,NA,3.66,352,NA,CYP,1964,1991,0.81999999
1923,NA,2.77,315,7,CZE,1924,1941,0.94
1923,3502,2.62,255,6,DEU,1884,1936,0.89999998
1923,NA,6.3,522,NA,DJI,1952,NA,0
1923,6045,2.86,390,10,DNK,1892,1952,0.56999999
1923,NA,6.16,42,NA,DOM,1949,2005,0
1923,NA,6.99,615,NA,DZA,1949,1941,0
1923,1422,7.01,130,-3,ECU,1928,1998,-0.17
1923,NA,6.07,651,4,EGY,1964,NA,-0.079999998
1923,4943,4.02,230,-7,ESP,1923,1926,0.28
1923,NA,2.54,366,10,EST,1989,NA,0.75999999
1923,NA,7.17,530,4,ETH,1960,NA,0
1923,2376,3.44,375,10,FIN,1963,1943,0.70999998
1923,NA,5.17,950,NA,FJI,1947,NA,0.56
1923,4924,2.41,220,9,FRA,1913,1932,0.059999999
1923,NA,5.72,481,NA,GAB,1952,1956,0.11
1923,6204,2.38,200,10,GBR,1946,1945,0.55000001
1923,NA,6.04,372,NA,GEO,1990,NA,0.75999999
1923,NA,6.43,452,NA,GHA,1967,NA,0
1923,NA,6.11,438,NA,GIN,1952,1960,0
1923,NA,6.51,420,NA,GMB,1959,NA,0
1923,NA,7.25,404,NA,GNB,NA,NA,0
1923,NA,5.51,411,NA,GNQ,1990,1984,0
1923,2728,2.55,350,-2,GRC,1920,1957,1.29
1923,1436,6.74,90,2,GTM,1932,2008,-0.36000001
1923,NA,4.93,110,NA,GUY,1969,NA,-0.11
1923,1752,6.37,91,5,HND,1959,1990,-0.13
1923,NA,5.14,344,NA,HRV,1971,1950,-0.2
1923,NA,6.31,41,NA,HTI,1954,NA,0
1923,NA,3.39,310,-1,HUN,1891,1938,1.03
1923,1325,5.47,850,NA,IDN,1954,NA,0.61000001
1923,1391,5.78,750,NA,IND,1929,NA,-0.07
1923,3460,2.74,205,8,IRL,1952,1944,0.34999999
1923,NA,7.08,630,-4,IRN,1949,1955,0
1923,NA,7.13,645,NA,IRQ,1964,NA,0
1923,NA,4.41,666,NA,ISR,1953,1959,0.13
1923,2560,3.9,325,-3,ITA,1924,1936,0.38
1923,NA,5.06,51,NA,JAM,1966,NA,-0.14
1923,NA,6.97,663,NA,JOR,1960,NA,0
1923,2416,5.26,740,1,JPN,1922,1969,-0.19
1923,NA,6.26,705,NA,KAZ,1990,NA,0.07
1923,NA,6.91,501,NA,KEN,1976,NA,0
1923,NA,6.58,703,NA,KGZ,1955,1936,0
1923,NA,6.95,811,NA,KHM,1957,NA,0
1923,898,5.97,732,NA,KOR,1993,2018,-0.029999999
1923,NA,6.87,690,NA,KWT,1964,NA,0
1923,NA,6.13,812,NA,LAO,1994,NA,0
1923,NA,5.74,660,NA,LBN,1943,1943,0
1923,NA,6.19,450,-6,LBR,NA,NA,0
1923,NA,7.2,620,NA,LBY,1957,NA,0
1923,1240,5.88,780,NA,LKA,1939,NA,-0.029999999
1923,NA,5.84,570,NA,LSO,1992,NA,0
1923,NA,3.79,368,4,LTU,1925,1936,0.50999999
1923,NA,2.67,212,10,LUX,1925,1947,0.73000002
1923,NA,3.02,367,7,LVA,1922,1936,0.2
1923,NA,6.5,600,NA,MAR,1952,1959,0
1923,NA,5.66,359,NA,MDA,NA,1936,0.28
1923,NA,6.89,580,NA,MDG,1952,1956,0
1923,1968,6.04,70,-1,MEX,1917,1998,-0.31999999
1923,NA,4.86,343,NA,MKD,NA,NA,0.28
1923,NA,6.23,432,NA,MLI,1952,1955,0
1923,NA,6.03,775,NA,MMR,1954,NA,0
1923,NA,4.84,341,NA,MNE,NA,NA,0.28
1923,NA,5.94,712,NA,MNG,1994,2006,0
1923,NA,6.63,541,NA,MOZ,NA,NA,0
1923,NA,6.34,435,NA,MRT,1952,1955,0
1923,NA,5.31,590,NA,MUS,1975,NA,-0.34999999
1923,NA,6.78,553,NA,MWI,2000,NA,0
1923,1898,5.3,820,NA,MYS,1955,NA,0.15000001
1923,NA,5.96,565,NA,NAM,1994,NA,0
1923,NA,6.83,436,NA,NER,1952,1961,0
1923,NA,6.55,475,NA,NGA,1963,NA,0
1923,1362,6.16,93,-3,NIC,1955,1982,0
1923,5199,3.55,210,10,NLD,1929,1939,0.30000001
1923,4817,3.09,385,10,NOR,1909,1946,0.55000001
1923,NA,6.15,790,-3,NPL,1993,NA,0
1923,7112,2.94,920,10,NZL,2003,NA,0.56
1923,NA,6.88,698,-6,OMN,2011,NA,0
1923,NA,6.59,770,NA,PAK,1958,2005,0
1923,1947,5.33,95,-3,PAN,1930,NA,0.17
1923,1256,6.59,135,-9,PER,1918,1989,0.1
1923,1530,6.06,840,NA,PHL,1952,2008,-0.1
1923,NA,6.23,910,NA,PNG,NA,NA,0
1923,NA,4.82,290,8,POL,1920,1947,-0.13
1923,NA,6.14,731,NA,PRK,NA,NA,-0.0099999998
1923,1957,4.32,235,7,PRT,1922,1942,-0.090000004
1923,NA,6.49,150,-3,PRY,1943,NA,0
1923,NA,6.97,694,NA,QAT,1967,NA,0
1923,699,4.88,360,-4,ROU,1913,1944,0.75999999
1923,NA,6.48,365,-7,RUS,1912,1936,0.47999999
1923,NA,7.07,517,NA,RWA,1967,NA,0
1923,NA,6.86,670,NA,SAU,1969,NA,0
1923,NA,6.64,625,NA,SDN,1981,NA,0
1923,NA,5.7,433,NA,SEN,1952,1955,0
1923,2016,5.89,830,NA,SGP,1969,NA,-0.49000001
1923,NA,6.42,940,NA,SLB,1996,NA,0
1923,NA,5.72,451,NA,SLE,2015,NA,0
1923,897,6.26,92,-6,SLV,1927,2005,-0.31999999
1923,NA,6.87,520,NA,SOM,1958,NA,0
1923,847,4.66,345,0,SRB,1922,1950,0.44
1923,NA,6.64,525,NA,SSD,NA,NA,0
1923,NA,6.58,115,NA,SUR,NA,NA,0
1923,NA,4.55,317,NA,SVK,1968,1941,-0.41999999
1923,NA,4.02,349,NA,SVN,1971,1950,0.039999999
1923,4437,2.52,380,10,SWE,1913,1947,0.75
1923,NA,6.71,572,NA,SWZ,1997,NA,0
1923,NA,6.85,652,NA,SYR,1959,NA,0
1923,NA,6.06,483,NA,TCD,1952,1956,0
1923,NA,6.34,461,NA,TGO,1956,1956,0
1923,NA,6.35,800,-10,THA,1956,1990,0
1923,NA,5.87,702,NA,TJK,1990,NA,0
1923,NA,6.22,701,NA,TKM,1990,1936,0
1923,NA,6.52,860,NA,TLS,NA,NA,0
1923,NA,4.27,52,NA,TTO,1971,NA,0.059999999
1923,NA,6.4,616,NA,TUN,1952,1961,0
1923,975,6.79,640,-6,TUR,1936,NA,0.050000001
1923,NA,6.74,510,NA,TZA,1955,NA,0
1923,NA,6.89,500,NA,UGA,1975,NA,0
1923,NA,5.17,369,NA,UKR,1990,1936,0.66000003
1923,3675,3.45,165,3,URY,1935,1943,0.76999998
1923,9420,3.1,2,10,USA,NA,NA,0.34999999
1923,NA,5.71,704,NA,UZB,1990,NA,0
1923,1005,5.57,101,-9,VEN,1940,NA,0.31
1923,NA,4.49,816,NA,VNM,1964,NA,-0.34
1923,NA,6.88,679,NA,YEM,1995,NA,0
1923,NA,6.47,560,4,ZAF,1918,1992,0
1923,NA,6.71,551,NA,ZMB,1965,NA,0
1923,NA,6.75,552,NA,ZWE,1985,NA,0
1924,NA,7,700,-6,AFG,1987,NA,0
1924,NA,7.02,540,NA,AGO,NA,2011,-0.0099999998
1924,NA,4.6,339,0,ALB,1947,1947,0
1924,NA,6.94,696,NA,ARE,1980,NA,0
1924,6947,4.57,160,2,ARG,1934,1957,0.73000002
1924,NA,7.81,371,NA,ARM,1956,1936,0.1
1924,10138,2.97,900,10,AUS,1973,NA,0.54000002
1924,3426,2.99,305,8,AUT,1911,1948,0.20999999
1924,NA,7.23,373,NA,AZE,1990,1936,0.30000001
1924,NA,6.81,516,NA,BDI,1966,1971,0
1924,5803,2.57,211,6,BEL,1922,1931,0.52999997
1924,NA,5.66,434,NA,BEN,1952,1955,-0.0099999998
1924,NA,6.11,439,NA,BFA,1952,1955,-0.0099999998
1924,NA,6.7,771,NA,BGD,1939,NA,0
1924,1816,5.03,355,-3,BGR,1918,1942,0.38999999
1924,NA,6.97,692,NA,BHR,1976,NA,0.0099999998
1924,NA,5.15,1024,NA,BIH,NA,NA,0.039999999
1924,NA,5.23,370,NA,BLR,1990,1936,0.31
1924,1122,6.48,145,1,BOL,1939,1953,0
1924,914,5.9,140,-3,BRA,1932,1941,0
1924,NA,6.67,760,-10,BTN,NA,NA,0
1924,NA,6.5,571,NA,BWA,1963,NA,0
1924,NA,6.51,482,NA,CAF,1952,1956,0
1924,6744,3.22,20,10,CAN,1971,1944,0.67000002
1924,5126,2.36,225,10,CHE,1911,1949,0.63999999
1924,3574,5.65,155,0,CHL,1924,1984,0.34999999
1924,NA,5.5,710,-5,CHN,1923,NA,0
1924,NA,6.78,437,NA,CIV,1952,1955,0
1924,NA,5.54,471,NA,CMR,1952,1959,0
1924,NA,5.99,490,NA,COD,1967,1951,0
1924,NA,5.67,484,NA,COG,1952,1956,0
1924,1740,6.44,100,-5,COL,1939,1961,-0.090000004
1924,NA,6.01,581,NA,COM,1952,NA,0
1924,NA,6.62,402,NA,CPV,1976,1979,-0.02
1924,2485,6.81,94,5,CRI,1943,2001,0.27000001
1924,3389,5.25,40,3,CUB,1935,NA,0.55000001
1924,NA,3.55,352,NA,CYP,1964,1991,0.99000001
1924,NA,2.59,315,7,CZE,1924,1941,1.01
1924,3992,2.42,255,6,DEU,1884,1936,0.85000002
1924,NA,6.3,522,NA,DJI,1952,NA,0
1924,5960,2.78,390,10,DNK,1892,1952,0.63999999
1924,NA,6.16,42,NA,DOM,1949,2005,0
1924,NA,6.99,615,NA,DZA,1949,1941,0
1924,1437,7.05,130,-3,ECU,1928,1998,-0.22
1924,NA,6.07,651,4,EGY,1964,NA,-0.1
1924,5066,3.92,230,-7,ESP,1923,1926,0.34
1924,NA,2.53,366,10,EST,1989,NA,0.62
1924,NA,7.17,530,4,ETH,1960,NA,0
1924,2417,3.22,375,10,FIN,1963,1943,0.91000003
1924,NA,5.12,950,NA,FJI,1947,NA,0.55000001
1924,5411,2.36,220,9,FRA,1913,1932,-0.02
1924,NA,5.71,481,NA,GAB,1952,1956,0.11
1924,6445,2.28,200,10,GBR,1946,1945,0.60000002
1924,NA,5.96,372,NA,GEO,1990,NA,0.76999998
1924,NA,6.43,452,NA,GHA,1967,NA,0
1924,NA,6.11,438,NA,GIN,1952,1960,0
1924,NA,6.51,420,NA,GMB,1959,NA,0
1924,NA,7.25,404,NA,GNB,NA,NA,0
1924,NA,5.51,411,NA,GNQ,1990,1984,0
1924,2823,2.61,350,-3,GRC,1920,1957,1.11
1924,1537,6.76,90,2,GTM,1932,2008,-0.47
1924,NA,4.95,110,NA,GUY,1969,NA,-0.28
1924,1597,6.37,91,NA,HND,1959,1990,-0.19
1924,NA,5.08,344,NA,HRV,1971,1950,-0.18000001
1924,NA,6.31,41,NA,HTI,1954,NA,0
1924,1384,3.18,310,-1,HUN,1891,1938,1.16
1924,1377,5.46,850,NA,IDN,1954,NA,0.38
1924,1451,5.79,750,NA,IND,1929,NA,-0.090000004
1924,3453,2.83,205,8,IRL,1952,1944,0.22
1924,NA,7.08,630,-6,IRN,1949,1955,0
1924,NA,7.13,645,-4,IRQ,1964,NA,0
1924,NA,4.39,666,NA,ISR,1953,1959,0.13
1924,2575,3.81,325,-4,ITA,1924,1936,0.23
1924,NA,4.87,51,NA,JAM,1966,NA,-0.029999999
1924,NA,6.97,663,NA,JOR,1960,NA,0
1924,2452,5.07,740,1,JPN,1922,1969,0.07
1924,NA,6.26,705,NA,KAZ,1990,NA,0.059999999
1924,NA,6.91,501,NA,KEN,1976,NA,0
1924,NA,6.58,703,NA,KGZ,1955,1936,0
1924,NA,6.95,811,NA,KHM,1957,NA,0
1924,896,5.95,732,NA,KOR,1993,2018,-0.0099999998
1924,NA,6.87,690,NA,KWT,1964,NA,0
1924,NA,6.13,812,NA,LAO,1994,NA,0
1924,NA,5.74,660,NA,LBN,1943,1943,0
1924,NA,6.19,450,-6,LBR,NA,NA,0
1924,NA,7.2,620,NA,LBY,1957,NA,0
1924,1312,5.7,780,NA,LKA,1939,NA,0.059999999
1924,NA,5.84,570,NA,LSO,1992,NA,0
1924,NA,3.73,368,4,LTU,1925,1936,0.51999998
1924,NA,2.62,212,10,LUX,1925,1947,0.60000002
1924,NA,3,367,7,LVA,1922,1936,0.2
1924,NA,6.5,600,NA,MAR,1952,1959,0
1924,NA,5.63,359,NA,MDA,NA,1936,0.28
1924,NA,6.89,580,NA,MDG,1952,1956,0
1924,1904,6.02,70,-3,MEX,1917,1998,-0.37
1924,NA,4.83,343,NA,MKD,NA,NA,0.28
1924,NA,6.23,432,NA,MLI,1952,1955,0
1924,NA,6.03,775,NA,MMR,1954,NA,0
1924,NA,4.81,341,NA,MNE,NA,NA,0.28
1924,NA,5.94,712,-7,MNG,1994,2006,0
1924,NA,6.63,541,NA,MOZ,NA,NA,0
1924,NA,6.34,435,NA,MRT,1952,1955,0
1924,NA,5.51,590,NA,MUS,1975,NA,-0.69999999
1924,NA,6.78,553,NA,MWI,2000,NA,0
1924,1813,5.25,820,NA,MYS,1955,NA,0.2
1924,NA,5.96,565,NA,NAM,1994,NA,0
1924,NA,6.83,436,NA,NER,1952,1961,0
1924,NA,6.55,475,NA,NGA,1963,NA,0
1924,1421,6.16,93,-3,NIC,1955,1982,0
1924,5377,3.39,210,10,NLD,1929,1939,0.47
1924,4639,2.85,385,10,NOR,1909,1946,0.76999998
1924,NA,6.15,790,-3,NPL,1993,NA,0
1924,7110,2.89,920,10,NZL,2003,NA,0.58999997
1924,NA,6.88,698,-6,OMN,2011,NA,0
1924,NA,6.59,770,NA,PAK,1958,2005,0
1924,2004,5.31,95,-3,PAN,1930,NA,0.07
1924,1353,6.58,135,-9,PER,1918,1989,0.1
1924,1638,5.99,840,NA,PHL,1952,2008,0.33000001
1924,NA,6.23,910,NA,PNG,NA,NA,0
1924,NA,4.69,290,8,POL,1920,1947,0.13
1924,NA,6.08,731,NA,PRK,NA,NA,0.050000001
1924,1861,4.26,235,7,PRT,1922,1942,-0.16
1924,NA,6.49,150,-3,PRY,1943,NA,0
1924,NA,6.97,694,NA,QAT,1967,NA,0
1924,699,4.92,360,-4,ROU,1913,1944,0.72000003
1924,NA,6.72,365,-7,RUS,1912,1936,0.16
1924,NA,7.07,517,NA,RWA,1967,NA,0
1924,NA,6.86,670,NA,SAU,1969,NA,0
1924,NA,6.64,625,NA,SDN,1981,NA,0
1924,NA,5.7,433,NA,SEN,1952,1955,0
1924,1972,6,830,NA,SGP,1969,NA,-0.56
1924,NA,6.42,940,NA,SLB,1996,NA,0
1924,NA,5.72,451,NA,SLE,2015,NA,0
1924,936,6.27,92,-6,SLV,1927,2005,-0.38
1924,NA,6.87,520,NA,SOM,1958,NA,0
1924,895,4.62,345,0,SRB,1922,1950,0.43000001
1924,NA,6.64,525,NA,SSD,NA,NA,0
1924,NA,6.58,115,NA,SUR,NA,NA,0
1924,NA,4.25,317,NA,SVK,1968,1941,-0.55000001
1924,NA,3.94,349,NA,SVN,1971,1950,-0.039999999
1924,4649,2.4,380,10,SWE,1913,1947,0.80000001
1924,NA,6.71,572,NA,SWZ,1997,NA,0
1924,NA,6.85,652,NA,SYR,1959,NA,0
1924,NA,6.06,483,NA,TCD,1952,1956,0
1924,NA,6.34,461,NA,TGO,1956,1956,0
1924,NA,6.35,800,-10,THA,1956,1990,0
1924,NA,5.87,702,NA,TJK,1990,NA,0
1924,NA,6.22,701,NA,TKM,1990,1936,0
1924,NA,6.52,860,NA,TLS,NA,NA,0
1924,NA,4.36,52,NA,TTO,1971,NA,-0.02
1924,NA,6.4,616,NA,TUN,1952,1961,0
1924,1028,6.78,640,-6,TUR,1936,NA,0.059999999
1924,NA,6.74,510,NA,TZA,1955,NA,0
1924,NA,6.89,500,NA,UGA,1975,NA,0
1924,NA,5.11,369,NA,UKR,1990,1936,0.66000003
1924,3805,3.43,165,3,URY,1935,1943,0.67000002
1924,9525,3.12,2,10,USA,NA,NA,0.44999999
1924,NA,5.71,704,NA,UZB,1990,NA,0
1924,1041,5.62,101,-9,VEN,1940,NA,0.18000001
1924,NA,4.76,816,NA,VNM,1964,NA,-0.61000001
1924,NA,6.88,679,NA,YEM,1995,NA,0
1924,2661,6.47,560,4,ZAF,1918,1992,0
1924,NA,6.71,551,NA,ZMB,1965,NA,0
1924,NA,6.75,552,NA,ZWE,1985,NA,0
1925,NA,7,700,-6,AFG,1987,NA,0
1925,NA,7.02,540,NA,AGO,NA,2011,-0.0099999998
1925,NA,4.6,339,-9,ALB,1947,1947,0
1925,NA,6.94,696,NA,ARE,1980,NA,0
1925,6714,4.5,160,2,ARG,1934,1957,0.73000002
1925,NA,7.8,371,NA,ARM,1956,1936,0.1
1925,10516,2.95,900,10,AUS,1973,NA,0.56
1925,3647,2.85,305,8,AUT,1911,1948,0.22
1925,NA,7.2,373,NA,AZE,1990,1936,0.30000001
1925,NA,6.81,516,NA,BDI,1966,1971,0
1925,5682,2.51,211,6,BEL,1922,1931,0.52999997
1925,NA,5.66,434,NA,BEN,1952,1955,-0.0099999998
1925,NA,6.11,439,NA,BFA,1952,1955,-0.0099999998
1925,NA,6.7,771,NA,BGD,1939,NA,0
1925,2164,4.94,355,-3,BGR,1918,1942,0.44999999
1925,NA,6.97,692,NA,BHR,1976,NA,0
1925,NA,5.15,1024,NA,BIH,NA,NA,0.029999999
1925,NA,5.19,370,NA,BLR,1990,1936,0.31999999
1925,1158,6.48,145,1,BOL,1939,1953,0
1925,899,5.9,140,-3,BRA,1932,1941,0
1925,NA,6.67,760,-10,BTN,NA,NA,0
1925,NA,6.5,571,NA,BWA,1963,NA,0
1925,NA,6.51,482,NA,CAF,1952,1956,0
1925,7406,3.13,20,10,CAN,1971,1944,0.70999998
1925,5166,2.3,225,10,CHE,1911,1949,0.31
1925,3668,5.64,155,-2,CHL,1924,1984,0.28
1925,NA,5.5,710,-5,CHN,1923,NA,0
1925,NA,6.78,437,NA,CIV,1952,1955,0
1925,NA,5.54,471,NA,CMR,1952,1959,0
1925,NA,5.99,490,NA,COD,1967,1951,0
1925,NA,5.67,484,NA,COG,1952,1956,0
1925,1739,6.45,100,-5,COL,1939,1961,-0.1
1925,NA,6.01,581,NA,COM,1952,NA,0
1925,NA,6.62,402,NA,CPV,1976,1979,-0.02
1925,2422,6.85,94,5,CRI,1943,2001,0.11
1925,3728,5.14,40,3,CUB,1935,NA,0.64999998
1925,NA,3.43,352,NA,CYP,1964,1991,1.17
1925,NA,2.48,315,7,CZE,1924,1941,1.02
1925,4316,2.21,255,6,DEU,1884,1936,0.81
1925,NA,6.3,522,NA,DJI,1952,NA,0
1925,5720,2.66,390,10,DNK,1892,1952,0.56999999
1925,NA,6.16,42,-3,DOM,1949,2005,0
1925,NA,6.99,615,NA,DZA,1949,1941,0
1925,1451,7.09,130,-1,ECU,1928,1998,-0.28
1925,NA,6.07,651,4,EGY,1964,NA,-0.13
1925,5363,3.82,230,-6,ESP,1923,1926,0.40000001
1925,NA,2.52,366,10,EST,1989,NA,0.49000001
1925,NA,7.17,530,4,ETH,1960,NA,0
1925,2530,3.17,375,10,FIN,1963,1943,0.72000003
1925,NA,5.06,950,NA,FJI,1947,NA,0.56
1925,5322,2.39,220,9,FRA,1913,1932,-0.87
1925,NA,5.7,481,NA,GAB,1952,1956,0.11
1925,6770,2.2,200,10,GBR,1946,1945,0.38999999
1925,NA,5.88,372,NA,GEO,1990,NA,0.76999998
1925,NA,6.43,452,NA,GHA,1967,NA,0
1925,NA,6.11,438,NA,GIN,1952,1960,0
1925,NA,6.51,420,NA,GMB,1959,NA,0
1925,NA,7.25,404,NA,GNB,NA,NA,0
1925,NA,5.51,411,NA,GNQ,1990,1984,0
1925,2937,3.52,350,-6,GRC,1920,1957,0.07
1925,1492,6.79,90,2,GTM,1932,2008,-0.60000002
