iso3,year,cow_code,toa,legal_origin,dur_rat1membership,equalindx_WoL,country_names
NOR,1880,385,1959,4,NA,NA,Norway
NPL,1880,790,1974,1,NA,NA,Nepal
NZL,1880,920,1983,1,NA,NA,New Zealand
OMN,1880,698,NA,2,NA,NA,Oman
PAK,1880,770,1961,1,NA,NA,Pakistan
PAN,1880,95,1966,2,NA,NA,Panama
PER,1880,135,1970,2,NA,NA,Peru
PHL,1880,840,1960,2,NA,NA,Philippines
PNG,1880,910,2000,1,NA,NA,Papua New Guinea
POL,1880,290,1961,3,NA,NA,Poland
PRK,1880,NA,NA,NA,NA,NA,North Korea
PRT,1880,235,1959,2,NA,NA,Portugal
PRY,1880,150,1967,2,NA,NA,Paraguay
QAT,1880,694,1976,2,NA,NA,Qatar
ROU,1880,360,1973,2,NA,NA,Romania
RUS,1880,365,1961,2,NA,NA,Russia
RWA,1880,517,1981,2,NA,NA,Rwanda
SAU,1880,670,1978,1,NA,NA,Saudi Arabia
SDN,1880,625,1970,1,NA,NA,Sudan
SEN,1880,433,1967,2,NA,NA,Senegal
SGP,1880,830,NA,1,NA,NA,Singapore
SLB,1880,940,2012,1,NA,NA,Solomon Islands
SLE,1880,451,1966,1,NA,NA,Sierra Leone
SLV,1880,92,1995,2,NA,NA,El Salvador
SOM,1880,520,1961,NA,NA,NA,Somalia
SRB,1880,345,2000,2,NA,NA,Serbia
SSD,1880,626,2012,NA,NA,NA,South Sudan
SUR,1880,115,2017,2,NA,NA,Suriname
SVK,1880,317,1993,3,NA,NA,Slovakia
SVN,1880,349,1992,3,NA,NA,Slovenia
SWE,1880,380,1962,4,NA,NA,Sweden
SWZ,1880,572,1981,1,NA,NA,Eswatini
SYR,1880,652,1960,2,NA,NA,Syria
TCD,1880,483,1966,2,NA,NA,Chad
TGO,1880,461,1983,2,NA,NA,Togo
THA,1880,800,2017,1,NA,NA,Thailand
TJK,1880,702,1993,2,NA,NA,Tajikistan
TKM,1880,701,1997,2,NA,NA,Turkmenistan
TLS,1880,860,2016,NA,NA,NA,Timor-Leste
TTO,1880,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1880,616,1959,2,NA,NA,Tunisia
TUR,1880,640,1967,2,NA,NA,Turkey
TZA,1880,510,2002,1,NA,NA,Tanzania
UGA,1880,500,2005,1,NA,NA,Uganda
UKR,1880,369,1961,2,NA,NA,Ukraine
URY,1880,165,1989,2,NA,NA,Uruguay
USA,1880,2,NA,1,NA,NA,United States
UZB,1880,704,1992,2,NA,NA,Uzbekistan
VEN,1880,101,1971,2,NA,NA,Venezuela
VNM,1880,816,1997,2,NA,NA,Vietnam
YEM,1880,679,1969,2,NA,NA,Yemen
ZAF,1880,560,1997,1,NA,NA,South Africa
ZMB,1880,551,1979,1,NA,NA,Zambia
ZWE,1880,552,1999,1,NA,NA,Zimbabwe
AFG,1881,700,1969,2,NA,NA,Afghanistan
AGO,1881,540,1976,2,NA,NA,Angola
ALB,1881,339,1997,2,NA,NA,Albania
ARE,1881,696,2001,1,NA,NA,United Arab Emirates
ARG,1881,160,1968,2,NA,NA,Argentina
ARM,1881,371,1994,2,NA,NA,Armenia
AUS,1881,900,1973,1,NA,NA,Australia
AUT,1881,305,1973,3,NA,NA,Austria
AZE,1881,373,1992,2,NA,NA,Azerbaijan
BDI,1881,516,1993,2,NA,NA,Burundi
BEL,1881,211,1977,2,NA,NA,Belgium
BEN,1881,434,1961,2,NA,NA,Benin
BFA,1881,439,1962,2,NA,NA,Burkina Faso
BGD,1881,771,1972,1,NA,NA,Bangladesh
BGR,1881,355,1960,3,NA,NA,Bulgaria
BHR,1881,692,2000,1,NA,NA,Bahrain
BIH,1881,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1881,370,1961,3,NA,NA,Belarus
BOL,1881,145,1977,2,NA,NA,Bolivia
BRA,1881,140,1965,2,NA,NA,Brazil
BTN,1881,NA,NA,NA,NA,NA,Bhutan
BWA,1881,571,1997,1,NA,NA,Botswana
CAF,1881,482,1964,2,NA,NA,Central African Republic
CAN,1881,20,1964,1,NA,NA,Canada
CHE,1881,225,1961,3,NA,NA,Switzerland
CHL,1881,155,1971,2,NA,NA,Chile
CHN,1881,710,2006,3,NA,NA,China
CIV,1881,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1881,471,1988,2,NA,NA,Cameroon
COD,1881,490,2001,2,NA,NA,Congo - Kinshasa
COG,1881,484,1999,2,NA,NA,Congo - Brazzaville
COL,1881,100,1969,2,NA,NA,Colombia
COM,1881,581,2004,2,NA,NA,Comoros
CPV,1881,402,1979,2,NA,NA,Cape Verde
CRI,1881,94,1962,2,NA,NA,Costa Rica
CUB,1881,40,1965,NA,NA,NA,Cuba
CYP,1881,352,1968,1,NA,NA,Cyprus
CZE,1881,316,1993,3,NA,NA,Czechia
DEU,1881,255,1961,3,NA,NA,Germany
DJI,1881,522,2005,2,NA,NA,Djibouti
DNK,1881,390,1960,4,NA,NA,Denmark
DOM,1881,42,1964,2,NA,NA,Dominican Republic
DZA,1881,615,1969,2,NA,NA,Algeria
ECU,1881,130,1962,2,NA,NA,Ecuador
EGY,1881,651,1960,2,NA,NA,Egypt
ESP,1881,230,1967,2,NA,NA,Spain
EST,1881,366,2005,3,NA,NA,Estonia
ETH,1881,530,1966,2,NA,NA,Ethiopia
FIN,1881,375,1970,4,NA,NA,Finland
FJI,1881,950,2002,1,NA,NA,Fiji
FRA,1881,220,1981,2,NA,NA,France
GAB,1881,481,1961,2,NA,NA,Gabon
GBR,1881,200,1999,1,NA,NA,United Kingdom
GEO,1881,372,1993,3,NA,NA,Georgia
GHA,1881,452,1961,1,NA,NA,Ghana
GIN,1881,438,1960,2,NA,NA,Guinea
GMB,1881,420,2000,1,NA,NA,Gambia
GNB,1881,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1881,411,2001,2,NA,NA,Equatorial Guinea
GRC,1881,350,1984,2,NA,NA,Greece
GTM,1881,90,1960,2,NA,NA,Guatemala
GUY,1881,110,1975,1,NA,NA,Guyana
HND,1881,91,1960,2,NA,NA,Honduras
HRV,1881,344,1991,3,NA,NA,Croatia
HTI,1881,41,1976,2,NA,NA,Haiti
HUN,1881,310,1961,3,NA,NA,Hungary
IDN,1881,850,1999,2,NA,NA,Indonesia
IND,1881,750,1960,1,NA,NA,India
IRL,1881,205,1999,1,NA,NA,Ireland
IRN,1881,630,1964,2,NA,NA,Iran
IRQ,1881,645,1959,2,NA,NA,Iraq
ISR,1881,666,1959,1,NA,NA,Israel
ITA,1881,325,1963,2,NA,NA,Italy
JAM,1881,51,1975,1,NA,NA,Jamaica
JOR,1881,663,1963,2,NA,NA,Jordan
JPN,1881,740,NA,3,NA,NA,Japan
KAZ,1881,705,1999,2,NA,NA,Kazakhstan
KEN,1881,501,2001,1,NA,NA,Kenya
KGZ,1881,703,1992,2,NA,NA,Kyrgyzstan
KHM,1881,811,1999,2,NA,NA,Cambodia
KOR,1881,732,1998,3,NA,NA,South Korea
KWT,1881,690,1966,2,NA,NA,Kuwait
LAO,1881,812,2008,2,NA,NA,Laos
LBN,1881,660,1977,2,NA,NA,Lebanon
LBR,1881,450,1959,1,NA,NA,Liberia
LBY,1881,620,1961,2,NA,NA,Libya
LKA,1881,780,1998,1,NA,NA,Sri Lanka
LSO,1881,570,1998,1,NA,NA,Lesotho
LTU,1881,368,1994,2,NA,NA,Lithuania
LUX,1881,212,2001,2,NA,NA,Luxembourg
LVA,1881,367,1992,3,NA,NA,Latvia
MAR,1881,600,1963,2,NA,NA,Morocco
MDA,1881,359,1996,2,NA,NA,Moldova
MDG,1881,580,1961,2,NA,NA,Madagascar
MEX,1881,70,1961,2,NA,NA,Mexico
MKD,1881,343,1991,2,NA,NA,North Macedonia
MLI,1881,432,1964,2,NA,NA,Mali
MMR,1881,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1881,341,2006,NA,NA,NA,Montenegro
MNG,1881,712,1969,3,NA,NA,Mongolia
MOZ,1881,541,1977,2,NA,NA,Mozambique
MRT,1881,435,1963,2,NA,NA,Mauritania
MUS,1881,590,2002,2,NA,NA,Mauritius
MWI,1881,553,1965,1,NA,NA,Malawi
MYS,1881,820,NA,1,NA,NA,Malaysia
NAM,1881,565,2001,1,NA,NA,Namibia
NER,1881,436,1962,2,NA,NA,Niger
NGA,1881,475,2002,1,NA,NA,Nigeria
NIC,1881,93,1967,2,NA,NA,Nicaragua
NLD,1881,210,1973,2,NA,NA,Netherlands
NOR,1881,385,1959,4,NA,NA,Norway
NPL,1881,790,1974,1,NA,NA,Nepal
NZL,1881,920,1983,1,NA,NA,New Zealand
OMN,1881,698,NA,2,NA,NA,Oman
PAK,1881,770,1961,1,NA,NA,Pakistan
PAN,1881,95,1966,2,NA,NA,Panama
PER,1881,135,1970,2,NA,NA,Peru
PHL,1881,840,1960,2,NA,NA,Philippines
PNG,1881,910,2000,1,NA,NA,Papua New Guinea
POL,1881,290,1961,3,NA,NA,Poland
PRK,1881,NA,NA,NA,NA,NA,North Korea
PRT,1881,235,1959,2,NA,NA,Portugal
PRY,1881,150,1967,2,NA,NA,Paraguay
QAT,1881,694,1976,2,NA,NA,Qatar
ROU,1881,360,1973,2,NA,NA,Romania
RUS,1881,365,1961,2,NA,NA,Russia
RWA,1881,517,1981,2,NA,NA,Rwanda
SAU,1881,670,1978,1,NA,NA,Saudi Arabia
SDN,1881,625,1970,1,NA,NA,Sudan
SEN,1881,433,1967,2,NA,NA,Senegal
SGP,1881,830,NA,1,NA,NA,Singapore
SLB,1881,940,2012,1,NA,NA,Solomon Islands
SLE,1881,451,1966,1,NA,NA,Sierra Leone
SLV,1881,92,1995,2,NA,NA,El Salvador
SOM,1881,520,1961,NA,NA,NA,Somalia
SRB,1881,345,2000,2,NA,NA,Serbia
SSD,1881,626,2012,NA,NA,NA,South Sudan
SUR,1881,115,2017,2,NA,NA,Suriname
SVK,1881,317,1993,3,NA,NA,Slovakia
SVN,1881,349,1992,3,NA,NA,Slovenia
SWE,1881,380,1962,4,NA,NA,Sweden
SWZ,1881,572,1981,1,NA,NA,Eswatini
SYR,1881,652,1960,2,NA,NA,Syria
TCD,1881,483,1966,2,NA,NA,Chad
TGO,1881,461,1983,2,NA,NA,Togo
THA,1881,800,2017,1,NA,NA,Thailand
TJK,1881,702,1993,2,NA,NA,Tajikistan
TKM,1881,701,1997,2,NA,NA,Turkmenistan
TLS,1881,860,2016,NA,NA,NA,Timor-Leste
TTO,1881,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1881,616,1959,2,NA,NA,Tunisia
TUR,1881,640,1967,2,NA,NA,Turkey
TZA,1881,510,2002,1,NA,NA,Tanzania
UGA,1881,500,2005,1,NA,NA,Uganda
UKR,1881,369,1961,2,NA,NA,Ukraine
URY,1881,165,1989,2,NA,NA,Uruguay
USA,1881,2,NA,1,NA,NA,United States
UZB,1881,704,1992,2,NA,NA,Uzbekistan
VEN,1881,101,1971,2,NA,NA,Venezuela
VNM,1881,816,1997,2,NA,NA,Vietnam
YEM,1881,679,1969,2,NA,NA,Yemen
ZAF,1881,560,1997,1,NA,NA,South Africa
ZMB,1881,551,1979,1,NA,NA,Zambia
ZWE,1881,552,1999,1,NA,NA,Zimbabwe
AFG,1882,700,1969,2,NA,NA,Afghanistan
AGO,1882,540,1976,2,NA,NA,Angola
ALB,1882,339,1997,2,NA,NA,Albania
ARE,1882,696,2001,1,NA,NA,United Arab Emirates
ARG,1882,160,1968,2,NA,NA,Argentina
ARM,1882,371,1994,2,NA,NA,Armenia
AUS,1882,900,1973,1,NA,NA,Australia
AUT,1882,305,1973,3,NA,NA,Austria
AZE,1882,373,1992,2,NA,NA,Azerbaijan
BDI,1882,516,1993,2,NA,NA,Burundi
BEL,1882,211,1977,2,NA,NA,Belgium
BEN,1882,434,1961,2,NA,NA,Benin
BFA,1882,439,1962,2,NA,NA,Burkina Faso
BGD,1882,771,1972,1,NA,NA,Bangladesh
BGR,1882,355,1960,3,NA,NA,Bulgaria
BHR,1882,692,2000,1,NA,NA,Bahrain
BIH,1882,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1882,370,1961,3,NA,NA,Belarus
BOL,1882,145,1977,2,NA,NA,Bolivia
BRA,1882,140,1965,2,NA,NA,Brazil
BTN,1882,NA,NA,NA,NA,NA,Bhutan
BWA,1882,571,1997,1,NA,NA,Botswana
CAF,1882,482,1964,2,NA,NA,Central African Republic
CAN,1882,20,1964,1,NA,NA,Canada
CHE,1882,225,1961,3,NA,NA,Switzerland
CHL,1882,155,1971,2,NA,NA,Chile
CHN,1882,710,2006,3,NA,NA,China
CIV,1882,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1882,471,1988,2,NA,NA,Cameroon
COD,1882,490,2001,2,NA,NA,Congo - Kinshasa
COG,1882,484,1999,2,NA,NA,Congo - Brazzaville
COL,1882,100,1969,2,NA,NA,Colombia
COM,1882,581,2004,2,NA,NA,Comoros
CPV,1882,402,1979,2,NA,NA,Cape Verde
CRI,1882,94,1962,2,NA,NA,Costa Rica
CUB,1882,40,1965,NA,NA,NA,Cuba
CYP,1882,352,1968,1,NA,NA,Cyprus
CZE,1882,316,1993,3,NA,NA,Czechia
DEU,1882,255,1961,3,NA,NA,Germany
DJI,1882,522,2005,2,NA,NA,Djibouti
DNK,1882,390,1960,4,NA,NA,Denmark
DOM,1882,42,1964,2,NA,NA,Dominican Republic
DZA,1882,615,1969,2,NA,NA,Algeria
ECU,1882,130,1962,2,NA,NA,Ecuador
EGY,1882,651,1960,2,NA,NA,Egypt
ESP,1882,230,1967,2,NA,NA,Spain
EST,1882,366,2005,3,NA,NA,Estonia
ETH,1882,530,1966,2,NA,NA,Ethiopia
FIN,1882,375,1970,4,NA,NA,Finland
FJI,1882,950,2002,1,NA,NA,Fiji
FRA,1882,220,1981,2,NA,NA,France
GAB,1882,481,1961,2,NA,NA,Gabon
GBR,1882,200,1999,1,NA,NA,United Kingdom
GEO,1882,372,1993,3,NA,NA,Georgia
GHA,1882,452,1961,1,NA,NA,Ghana
GIN,1882,438,1960,2,NA,NA,Guinea
GMB,1882,420,2000,1,NA,NA,Gambia
GNB,1882,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1882,411,2001,2,NA,NA,Equatorial Guinea
GRC,1882,350,1984,2,NA,NA,Greece
GTM,1882,90,1960,2,NA,NA,Guatemala
GUY,1882,110,1975,1,NA,NA,Guyana
HND,1882,91,1960,2,NA,NA,Honduras
HRV,1882,344,1991,3,NA,NA,Croatia
HTI,1882,41,1976,2,NA,NA,Haiti
HUN,1882,310,1961,3,NA,NA,Hungary
IDN,1882,850,1999,2,NA,NA,Indonesia
IND,1882,750,1960,1,NA,NA,India
IRL,1882,205,1999,1,NA,NA,Ireland
IRN,1882,630,1964,2,NA,NA,Iran
IRQ,1882,645,1959,2,NA,NA,Iraq
ISR,1882,666,1959,1,NA,NA,Israel
ITA,1882,325,1963,2,NA,NA,Italy
JAM,1882,51,1975,1,NA,NA,Jamaica
JOR,1882,663,1963,2,NA,NA,Jordan
JPN,1882,740,NA,3,NA,NA,Japan
KAZ,1882,705,1999,2,NA,NA,Kazakhstan
KEN,1882,501,2001,1,NA,NA,Kenya
KGZ,1882,703,1992,2,NA,NA,Kyrgyzstan
KHM,1882,811,1999,2,NA,NA,Cambodia
KOR,1882,732,1998,3,NA,NA,South Korea
KWT,1882,690,1966,2,NA,NA,Kuwait
LAO,1882,812,2008,2,NA,NA,Laos
LBN,1882,660,1977,2,NA,NA,Lebanon
LBR,1882,450,1959,1,NA,NA,Liberia
LBY,1882,620,1961,2,NA,NA,Libya
LKA,1882,780,1998,1,NA,NA,Sri Lanka
LSO,1882,570,1998,1,NA,NA,Lesotho
LTU,1882,368,1994,2,NA,NA,Lithuania
LUX,1882,212,2001,2,NA,NA,Luxembourg
LVA,1882,367,1992,3,NA,NA,Latvia
MAR,1882,600,1963,2,NA,NA,Morocco
MDA,1882,359,1996,2,NA,NA,Moldova
MDG,1882,580,1961,2,NA,NA,Madagascar
MEX,1882,70,1961,2,NA,NA,Mexico
MKD,1882,343,1991,2,NA,NA,North Macedonia
MLI,1882,432,1964,2,NA,NA,Mali
MMR,1882,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1882,341,2006,NA,NA,NA,Montenegro
MNG,1882,712,1969,3,NA,NA,Mongolia
MOZ,1882,541,1977,2,NA,NA,Mozambique
MRT,1882,435,1963,2,NA,NA,Mauritania
MUS,1882,590,2002,2,NA,NA,Mauritius
MWI,1882,553,1965,1,NA,NA,Malawi
MYS,1882,820,NA,1,NA,NA,Malaysia
NAM,1882,565,2001,1,NA,NA,Namibia
NER,1882,436,1962,2,NA,NA,Niger
NGA,1882,475,2002,1,NA,NA,Nigeria
NIC,1882,93,1967,2,NA,NA,Nicaragua
NLD,1882,210,1973,2,NA,NA,Netherlands
NOR,1882,385,1959,4,NA,NA,Norway
NPL,1882,790,1974,1,NA,NA,Nepal
NZL,1882,920,1983,1,NA,NA,New Zealand
OMN,1882,698,NA,2,NA,NA,Oman
PAK,1882,770,1961,1,NA,NA,Pakistan
PAN,1882,95,1966,2,NA,NA,Panama
PER,1882,135,1970,2,NA,NA,Peru
PHL,1882,840,1960,2,NA,NA,Philippines
PNG,1882,910,2000,1,NA,NA,Papua New Guinea
POL,1882,290,1961,3,NA,NA,Poland
PRK,1882,NA,NA,NA,NA,NA,North Korea
PRT,1882,235,1959,2,NA,NA,Portugal
PRY,1882,150,1967,2,NA,NA,Paraguay
QAT,1882,694,1976,2,NA,NA,Qatar
ROU,1882,360,1973,2,NA,NA,Romania
RUS,1882,365,1961,2,NA,NA,Russia
RWA,1882,517,1981,2,NA,NA,Rwanda
SAU,1882,670,1978,1,NA,NA,Saudi Arabia
SDN,1882,625,1970,1,NA,NA,Sudan
SEN,1882,433,1967,2,NA,NA,Senegal
SGP,1882,830,NA,1,NA,NA,Singapore
SLB,1882,940,2012,1,NA,NA,Solomon Islands
SLE,1882,451,1966,1,NA,NA,Sierra Leone
SLV,1882,92,1995,2,NA,NA,El Salvador
SOM,1882,520,1961,NA,NA,NA,Somalia
SRB,1882,345,2000,2,NA,NA,Serbia
SSD,1882,626,2012,NA,NA,NA,South Sudan
SUR,1882,115,2017,2,NA,NA,Suriname
SVK,1882,317,1993,3,NA,NA,Slovakia
SVN,1882,349,1992,3,NA,NA,Slovenia
SWE,1882,380,1962,4,NA,NA,Sweden
SWZ,1882,572,1981,1,NA,NA,Eswatini
SYR,1882,652,1960,2,NA,NA,Syria
TCD,1882,483,1966,2,NA,NA,Chad
TGO,1882,461,1983,2,NA,NA,Togo
THA,1882,800,2017,1,NA,NA,Thailand
TJK,1882,702,1993,2,NA,NA,Tajikistan
TKM,1882,701,1997,2,NA,NA,Turkmenistan
TLS,1882,860,2016,NA,NA,NA,Timor-Leste
TTO,1882,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1882,616,1959,2,NA,NA,Tunisia
TUR,1882,640,1967,2,NA,NA,Turkey
TZA,1882,510,2002,1,NA,NA,Tanzania
UGA,1882,500,2005,1,NA,NA,Uganda
UKR,1882,369,1961,2,NA,NA,Ukraine
URY,1882,165,1989,2,NA,NA,Uruguay
USA,1882,2,NA,1,NA,NA,United States
UZB,1882,704,1992,2,NA,NA,Uzbekistan
VEN,1882,101,1971,2,NA,NA,Venezuela
VNM,1882,816,1997,2,NA,NA,Vietnam
YEM,1882,679,1969,2,NA,NA,Yemen
ZAF,1882,560,1997,1,NA,NA,South Africa
ZMB,1882,551,1979,1,NA,NA,Zambia
ZWE,1882,552,1999,1,NA,NA,Zimbabwe
AFG,1883,700,1969,2,NA,NA,Afghanistan
AGO,1883,540,1976,2,NA,NA,Angola
ALB,1883,339,1997,2,NA,NA,Albania
ARE,1883,696,2001,1,NA,NA,United Arab Emirates
ARG,1883,160,1968,2,NA,NA,Argentina
ARM,1883,371,1994,2,NA,NA,Armenia
AUS,1883,900,1973,1,NA,NA,Australia
AUT,1883,305,1973,3,NA,NA,Austria
AZE,1883,373,1992,2,NA,NA,Azerbaijan
BDI,1883,516,1993,2,NA,NA,Burundi
BEL,1883,211,1977,2,NA,NA,Belgium
BEN,1883,434,1961,2,NA,NA,Benin
BFA,1883,439,1962,2,NA,NA,Burkina Faso
BGD,1883,771,1972,1,NA,NA,Bangladesh
BGR,1883,355,1960,3,NA,NA,Bulgaria
BHR,1883,692,2000,1,NA,NA,Bahrain
BIH,1883,346,1993,3,NA,NA,Bosnia & Herzegovina
BLR,1883,370,1961,3,NA,NA,Belarus
BOL,1883,145,1977,2,NA,NA,Bolivia
BRA,1883,140,1965,2,NA,NA,Brazil
BTN,1883,NA,NA,NA,NA,NA,Bhutan
BWA,1883,571,1997,1,NA,NA,Botswana
CAF,1883,482,1964,2,NA,NA,Central African Republic
CAN,1883,20,1964,1,NA,NA,Canada
CHE,1883,225,1961,3,NA,NA,Switzerland
CHL,1883,155,1971,2,NA,NA,Chile
CHN,1883,710,2006,3,NA,NA,China
CIV,1883,437,1961,2,NA,NA,Côte d’Ivoire
CMR,1883,471,1988,2,NA,NA,Cameroon
COD,1883,490,2001,2,NA,NA,Congo - Kinshasa
COG,1883,484,1999,2,NA,NA,Congo - Brazzaville
COL,1883,100,1969,2,NA,NA,Colombia
COM,1883,581,2004,2,NA,NA,Comoros
CPV,1883,402,1979,2,NA,NA,Cape Verde
CRI,1883,94,1962,2,NA,NA,Costa Rica
CUB,1883,40,1965,NA,NA,NA,Cuba
CYP,1883,352,1968,1,NA,NA,Cyprus
CZE,1883,316,1993,3,NA,NA,Czechia
DEU,1883,255,1961,3,NA,NA,Germany
DJI,1883,522,2005,2,NA,NA,Djibouti
DNK,1883,390,1960,4,NA,NA,Denmark
DOM,1883,42,1964,2,NA,NA,Dominican Republic
DZA,1883,615,1969,2,NA,NA,Algeria
ECU,1883,130,1962,2,NA,NA,Ecuador
EGY,1883,651,1960,2,NA,NA,Egypt
ESP,1883,230,1967,2,NA,NA,Spain
EST,1883,366,2005,3,NA,NA,Estonia
ETH,1883,530,1966,2,NA,NA,Ethiopia
FIN,1883,375,1970,4,NA,NA,Finland
FJI,1883,950,2002,1,NA,NA,Fiji
FRA,1883,220,1981,2,NA,NA,France
GAB,1883,481,1961,2,NA,NA,Gabon
GBR,1883,200,1999,1,NA,NA,United Kingdom
GEO,1883,372,1993,3,NA,NA,Georgia
GHA,1883,452,1961,1,NA,NA,Ghana
GIN,1883,438,1960,2,NA,NA,Guinea
GMB,1883,420,2000,1,NA,NA,Gambia
GNB,1883,404,1977,2,NA,NA,Guinea-Bissau
GNQ,1883,411,2001,2,NA,NA,Equatorial Guinea
GRC,1883,350,1984,2,NA,NA,Greece
GTM,1883,90,1960,2,NA,NA,Guatemala
GUY,1883,110,1975,1,NA,NA,Guyana
HND,1883,91,1960,2,NA,NA,Honduras
HRV,1883,344,1991,3,NA,NA,Croatia
HTI,1883,41,1976,2,NA,NA,Haiti
HUN,1883,310,1961,3,NA,NA,Hungary
IDN,1883,850,1999,2,NA,NA,Indonesia
IND,1883,750,1960,1,NA,NA,India
IRL,1883,205,1999,1,NA,NA,Ireland
IRN,1883,630,1964,2,NA,NA,Iran
IRQ,1883,645,1959,2,NA,NA,Iraq
ISR,1883,666,1959,1,NA,NA,Israel
ITA,1883,325,1963,2,NA,NA,Italy
JAM,1883,51,1975,1,NA,NA,Jamaica
JOR,1883,663,1963,2,NA,NA,Jordan
JPN,1883,740,NA,3,NA,NA,Japan
KAZ,1883,705,1999,2,NA,NA,Kazakhstan
KEN,1883,501,2001,1,NA,NA,Kenya
KGZ,1883,703,1992,2,NA,NA,Kyrgyzstan
KHM,1883,811,1999,2,NA,NA,Cambodia
KOR,1883,732,1998,3,NA,NA,South Korea
KWT,1883,690,1966,2,NA,NA,Kuwait
LAO,1883,812,2008,2,NA,NA,Laos
LBN,1883,660,1977,2,NA,NA,Lebanon
LBR,1883,450,1959,1,NA,NA,Liberia
LBY,1883,620,1961,2,NA,NA,Libya
LKA,1883,780,1998,1,NA,NA,Sri Lanka
LSO,1883,570,1998,1,NA,NA,Lesotho
LTU,1883,368,1994,2,NA,NA,Lithuania
LUX,1883,212,2001,2,NA,NA,Luxembourg
LVA,1883,367,1992,3,NA,NA,Latvia
MAR,1883,600,1963,2,NA,NA,Morocco
MDA,1883,359,1996,2,NA,NA,Moldova
MDG,1883,580,1961,2,NA,NA,Madagascar
MEX,1883,70,1961,2,NA,NA,Mexico
MKD,1883,343,1991,2,NA,NA,North Macedonia
MLI,1883,432,1964,2,NA,NA,Mali
MMR,1883,775,NA,5,NA,NA,Myanmar (Burma)
MNE,1883,341,2006,NA,NA,NA,Montenegro
MNG,1883,712,1969,3,NA,NA,Mongolia
MOZ,1883,541,1977,2,NA,NA,Mozambique
MRT,1883,435,1963,2,NA,NA,Mauritania
MUS,1883,590,2002,2,NA,NA,Mauritius
MWI,1883,553,1965,1,NA,NA,Malawi
MYS,1883,820,NA,1,NA,NA,Malaysia
NAM,1883,565,2001,1,NA,NA,Namibia
NER,1883,436,1962,2,NA,NA,Niger
NGA,1883,475,2002,1,NA,NA,Nigeria
NIC,1883,93,1967,2,NA,NA,Nicaragua
NLD,1883,210,1973,2,NA,NA,Netherlands
NOR,1883,385,1959,4,NA,NA,Norway
NPL,1883,790,1974,1,NA,NA,Nepal
NZL,1883,920,1983,1,NA,NA,New Zealand
OMN,1883,698,NA,2,NA,NA,Oman
PAK,1883,770,1961,1,NA,NA,Pakistan
PAN,1883,95,1966,2,NA,NA,Panama
PER,1883,135,1970,2,NA,NA,Peru
PHL,1883,840,1960,2,NA,NA,Philippines
PNG,1883,910,2000,1,NA,NA,Papua New Guinea
POL,1883,290,1961,3,NA,NA,Poland
PRK,1883,NA,NA,NA,NA,NA,North Korea
PRT,1883,235,1959,2,NA,NA,Portugal
PRY,1883,150,1967,2,NA,NA,Paraguay
QAT,1883,694,1976,2,NA,NA,Qatar
ROU,1883,360,1973,2,NA,NA,Romania
RUS,1883,365,1961,2,NA,NA,Russia
RWA,1883,517,1981,2,NA,NA,Rwanda
SAU,1883,670,1978,1,NA,NA,Saudi Arabia
SDN,1883,625,1970,1,NA,NA,Sudan
SEN,1883,433,1967,2,NA,NA,Senegal
SGP,1883,830,NA,1,NA,NA,Singapore
SLB,1883,940,2012,1,NA,NA,Solomon Islands
SLE,1883,451,1966,1,NA,NA,Sierra Leone
SLV,1883,92,1995,2,NA,NA,El Salvador
SOM,1883,520,1961,NA,NA,NA,Somalia
SRB,1883,345,2000,2,NA,NA,Serbia
SSD,1883,626,2012,NA,NA,NA,South Sudan
SUR,1883,115,2017,2,NA,NA,Suriname
SVK,1883,317,1993,3,NA,NA,Slovakia
SVN,1883,349,1992,3,NA,NA,Slovenia
SWE,1883,380,1962,4,NA,NA,Sweden
SWZ,1883,572,1981,1,NA,NA,Eswatini
SYR,1883,652,1960,2,NA,NA,Syria
TCD,1883,483,1966,2,NA,NA,Chad
TGO,1883,461,1983,2,NA,NA,Togo
THA,1883,800,2017,1,NA,NA,Thailand
TJK,1883,702,1993,2,NA,NA,Tajikistan
TKM,1883,701,1997,2,NA,NA,Turkmenistan
TLS,1883,860,2016,NA,NA,NA,Timor-Leste
TTO,1883,52,1970,1,NA,NA,Trinidad & Tobago
TUN,1883,616,1959,2,NA,NA,Tunisia
TUR,1883,640,1967,2,NA,NA,Turkey
TZA,1883,510,2002,1,NA,NA,Tanzania
UGA,1883,500,2005,1,NA,NA,Uganda
UKR,1883,369,1961,2,NA,NA,Ukraine
URY,1883,165,1989,2,NA,NA,Uruguay
USA,1883,2,NA,1,NA,NA,United States
UZB,1883,704,1992,2,NA,NA,Uzbekistan
VEN,1883,101,1971,2,NA,NA,Venezuela
