"","iso3","year","cow_code","region","confidence","toa","country_names"
"11199","EST",1948,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"11200","ETH",1948,530,"Africa",NA,NA,"Ethiopia"
"11201","FIN",1948,375,"Northern Europe","Low",1963,"Finland"
"11202","FJI",1948,950,"Oceania","Low",1977,"Fiji"
"11203","FRA",1948,220,"Western Europe","Medium",1893,"France"
"11204","GAB",1948,481,"Africa",NA,NA,"Gabon"
"11205","GBR",1948,200,"Western Europe","High",1911,"United Kingdom"
"11206","GEO",1948,372,"Central and Eastern Europe","Low",1912,"Georgia"
"11207","GHA",1948,NA,NA,NA,NA,"Ghana"
"11208","GIN",1948,438,"Africa",NA,NA,"Guinea"
"11209","GMB",1948,420,"Africa",NA,NA,"Gambia"
"11210","GNB",1948,404,"Africa","Low",1993,"Guinea-Bissau"
"11211","GNQ",1948,411,"Africa","Low",NA,"Equatorial Guinea"
"11212","GRC",1948,350,"Southern Europe","Medium",1922,"Greece"
"11213","GTM",1948,90,"Americas","High",1944,"Guatemala"
"11214","GUY",1948,110,"Americas","Medium",NA,"Guyana"
"11215","HND",1948,91,"Americas","High",1959,"Honduras"
"11216","HRV",1948,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"11217","HTI",1948,41,"Americas","High",1948,"Haiti"
"11218","HUN",1948,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"11219","IDN",1948,850,"South-eastern Asia","Medium",1949,"Indonesia"
"11220","IND",1948,750,"Southern Asia","Low",1947,"India"
"11221","IRL",1948,205,"Western Europe",NA,NA,"Ireland"
"11222","IRN",1948,630,"Southern Asia","Medium",1955,"Iran"
"11223","IRQ",1948,645,"Western Asia",NA,NA,"Iraq"
"11224","ISR",1948,666,"Western Asia","Low",1948,"Israel"
"11225","ITA",1948,325,"Southern Europe","Medium",1923,"Italy"
"11226","JAM",1948,51,"Americas","High",1965,"Jamaica"
"11227","JOR",1948,663,"Western Asia",NA,NA,"Jordan"
"11228","JPN",1948,740,"Eastern Asia","High",1922,"Japan"
"11229","KAZ",1948,705,"Central Asia","Low",1922,"Kazakhstan"
"11230","KEN",1948,501,"Africa",NA,NA,"Kenya"
"11231","KGZ",1948,703,"Central Asia","Low",1922,"Kyrgyzstan"
"11232","KHM",1948,811,"South-eastern Asia","Low",1955,"Cambodia"
"11233","KOR",1948,732,"Eastern Asia","Medium",1976,"South Korea"
"11234","KWT",1948,690,"Western Asia",NA,NA,"Kuwait"
"11235","LAO",1948,812,"South-eastern Asia","Medium",1975,"Laos"
"11236","LBN",1948,660,"Western Asia",NA,NA,"Lebanon"
"11237","LBR",1948,450,"Africa",NA,NA,"Liberia"
"11238","LBY",1948,NA,NA,NA,NA,"Libya"
"11239","LKA",1948,780,"Southern Asia","Medium",1948,"Sri Lanka"
"11240","LSO",1948,570,"Africa",NA,NA,"Lesotho"
"11241","LTU",1948,368,"Central and Eastern Europe","Medium",1912,"Lithuania"
"11242","LUX",1948,212,"Western Europe",NA,NA,"Luxembourg"
"11243","LVA",1948,367,"Central and Eastern Europe","Medium",1912,"Latvia"
"11244","MAR",1948,600,"Africa",NA,NA,"Morocco"
"11245","MDA",1948,359,"Central and Eastern Europe","Medium",1912,"Moldova"
"11246","MDG",1948,580,"Africa",NA,NA,"Madagascar"
"11247","MEX",1948,70,"Americas","High",1943,"Mexico"
"11248","MKD",1948,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"11249","MLI",1948,432,"Africa","Low",1970,"Mali"
"11250","MMR",1948,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"11251","MNE",1948,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"11252","MNG",1948,712,"Eastern Asia","Medium",1921,"Mongolia"
"11253","MOZ",1948,541,"Africa","Low",1975,"Mozambique"
"11254","MRT",1948,NA,NA,NA,NA,"Mauritania"
"11255","MUS",1948,590,"Africa",NA,NA,"Mauritius"
"11256","MWI",1948,553,"Africa",NA,NA,"Malawi"
"11257","MYS",1948,820,"South-eastern Asia","Medium",1957,"Malaysia"
"11258","NAM",1948,565,"Africa",NA,NA,"Namibia"
"11259","NER",1948,436,"Africa",NA,NA,"Niger"
"11260","NGA",1948,475,"Africa",NA,NA,"Nigeria"
"11261","NIC",1948,93,"Americas","High",1956,"Nicaragua"
"11262","NLD",1948,210,"Western Europe","Medium",1941,"Netherlands"
"11263","NOR",1948,385,"Northern Europe","Medium",1912,"Norway"
"11264","NPL",1948,790,"Southern Asia",NA,NA,"Nepal"
"11265","NZL",1948,920,"Oceania","Medium",1906,"New Zealand"
"11266","OMN",1948,698,"Western Asia",NA,NA,"Oman"
"11267","PAK",1948,770,"Southern Asia","Low",1947,"Pakistan"
"11268","PAN",1948,95,"Americas","High",1941,"Panama"
"11269","PER",1948,135,"Americas","High",1935,"Peru"
"11270","PHL",1948,840,"South-eastern Asia","Medium",1954,"Philippines"
"11271","PNG",1948,910,"Oceania","Low",1977,"Papua New Guinea"
"11272","POL",1948,290,"Central and Eastern Europe","Medium",1920,"Poland"
"11273","PRK",1948,731,"Eastern Asia","Medium",1946,"North Korea"
"11274","PRT",1948,235,"Europe","Medium",1889,"Portugal"
"11275","PRY",1948,150,"Americas","High",1936,"Paraguay"
"11276","QAT",1948,694,"Western Asia",NA,NA,"Qatar"
"11277","ROU",1948,360,"Central and Eastern Europe","Medium",1933,"Romania"
"11278","RUS",1948,365,"Central and Eastern Europe","Medium",1912,"Russia"
"11279","RWA",1948,517,"Africa",NA,NA,"Rwanda"
"11280","SAU",1948,670,"Western Asia",NA,NA,"Saudi Arabia"
"11281","SDN",1948,625,"Africa",NA,NA,"Sudan"
"11282","SEN",1948,433,"Africa",NA,NA,"Senegal"
"11283","SGP",1948,830,"South-eastern Asia","Medium",1959,"Singapore"
"11284","SLB",1948,940,"Oceania",NA,NA,"Solomon Islands"
"11285","SLE",1948,451,"Africa",NA,NA,"Sierra Leone"
"11286","SLV",1948,92,"Americas","High",1949,"El Salvador"
"11287","SOM",1948,NA,NA,NA,NA,"Somalia"
"11288","SRB",1948,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"11289","SSD",1948,626,"Africa",NA,NA,"South Sudan"
"11290","SUR",1948,115,"Americas","Medium",NA,"Suriname"
"11291","SVK",1948,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"11292","SVN",1948,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"11293","SWE",1948,380,"Northern Europe","Medium",1928,"Sweden"
"11294","SWZ",1948,572,"Africa",NA,NA,"Eswatini"
"11295","SYR",1948,652,"Western Asia",NA,NA,"Syria"
"11296","TCD",1948,483,"Africa",NA,NA,"Chad"
"11297","TGO",1948,461,"Africa",NA,NA,"Togo"
"11298","THA",1948,800,"South-eastern Asia","Medium",1974,"Thailand"
"11299","TJK",1948,702,"Central Asia","Low",1922,"Tajikistan"
"11300","TKM",1948,701,"Central Asia","Low",1922,"Turkmenistan"
"11301","TLS",1948,860,"Asia","(very) Low",1999,"Timor-Leste"
"11302","TTO",1948,52,"Americas","High",1951,"Trinidad & Tobago"
"11303","TUN",1948,616,"Africa","High",1991,"Tunisia"
"11304","TUR",1948,640,"Western Asia","Low",1946,"Turkey"
"11305","TZA",1948,510,"Africa",NA,NA,"Tanzania"
"11306","UGA",1948,500,"Africa",NA,NA,"Uganda"
"11307","UKR",1948,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"11308","URY",1948,165,"Americas","High",1931,"Uruguay"
"11309","USA",1948,2,"Americas","High",1965,"United States"
"11310","UZB",1948,704,"Central Asia","Low",1922,"Uzbekistan"
"11311","VEN",1948,101,"Americas","High",1912,"Venezuela"
"11312","VNM",1948,816,"South-eastern Asia","Medium",1976,"Vietnam"
"11313","YEM",1948,679,"Western Asia",NA,NA,"Yemen"
"11314","ZAF",1948,560,"Africa",NA,NA,"South Africa"
"11315","ZMB",1948,551,"Africa",NA,NA,"Zambia"
"11316","ZWE",1948,552,"Africa",NA,NA,"Zimbabwe"
"11317","AFG",1949,700,"Southern Asia",NA,NA,"Afghanistan"
"11318","AGO",1949,540,"Africa","Low",1975,"Angola"
"11319","ALB",1949,339,"Central and Eastern Europe","Medium",1946,"Albania"
"11320","ARE",1949,696,"Western Asia",NA,NA,"United Arab Emirates"
"11321","ARG",1949,160,"Americas","High",1944,"Argentina"
"11322","ARM",1949,371,"Central and Eastern Europe","Low",1912,"Armenia"
"11323","AUS",1949,900,"Oceania","Medium",1953,"Australia"
"11324","AUT",1949,305,"Western Europe","High",1888,"Austria"
"11325","AZE",1949,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"11326","BDI",1949,516,"Africa",NA,NA,"Burundi"
"11327","BEL",1949,211,"Western Europe",NA,NA,"Belgium"
"11328","BEN",1949,434,"Africa",NA,NA,"Benin"
"11329","BFA",1949,439,"Africa",NA,NA,"Burkina Faso"
"11330","BGD",1949,771,"Southern Asia","Low",1947,"Bangladesh"
"11331","BGR",1949,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"11332","BHR",1949,692,"Western Asia",NA,NA,"Bahrain"
"11333","BIH",1949,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"11334","BLR",1949,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"11335","BOL",1949,145,"Americas","High",1938,"Bolivia"
"11336","BRA",1949,140,"Americas","High",1923,"Brazil"
"11337","BTN",1949,760,"Southern Asia","Medium",1961,"Bhutan"
"11338","BWA",1949,571,"Africa",NA,NA,"Botswana"
"11339","CAF",1949,482,"Africa",NA,NA,"Central African Republic"
"11340","CAN",1949,20,"Americas","High",1958,"Canada"
"11341","CHE",1949,225,"Western Europe","Medium",1911,"Switzerland"
"11342","CHL",1949,155,"Americas","High",1924,"Chile"
"11343","CHN",1949,710,"Eastern Asia","High",1951,"China"
"11344","CIV",1949,437,"Africa",NA,NA,"Côte d’Ivoire"
"11345","CMR",1949,471,"Africa",NA,NA,"Cameroon"
"11346","COD",1949,490,"Africa","High",1984,"Congo - Kinshasa"
"11347","COG",1949,484,"Africa",NA,NA,"Congo - Brazzaville"
"11348","COL",1949,100,"Americas","High",1938,"Colombia"
"11349","COM",1949,NA,NA,NA,NA,"Comoros"
"11350","CPV",1949,402,"Africa","(very) Low",1978,"Cape Verde"
"11351","CRI",1949,94,"Americas","High",1941,"Costa Rica"
"11352","CUB",1949,40,"Americas","High",1909,"Cuba"
"11353","CYP",1949,352,"Western Asia","Medium",1957,"Cyprus"
"11354","CZE",1949,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"11355","DEU",1949,255,"Western Europe","High",1883,"Germany"
"11356","DJI",1949,522,"Africa",NA,NA,"Djibouti"
"11357","DNK",1949,390,"Northern Europe","Low",1892,"Denmark"
"11358","DOM",1949,42,"Americas","High",1947,"Dominican Republic"
"11359","DZA",1949,615,"Africa","High",1976,"Algeria"
"11360","ECU",1949,130,"Americas","High",1935,"Ecuador"
"11361","EGY",1949,NA,NA,NA,NA,"Egypt"
"11362","ESP",1949,230,"Europe","Medium",1883,"Spain"
"11363","EST",1949,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"11364","ETH",1949,530,"Africa",NA,NA,"Ethiopia"
"11365","FIN",1949,375,"Northern Europe","Low",1963,"Finland"
"11366","FJI",1949,950,"Oceania","Low",1977,"Fiji"
"11367","FRA",1949,220,"Western Europe","Medium",1893,"France"
"11368","GAB",1949,481,"Africa",NA,NA,"Gabon"
"11369","GBR",1949,200,"Western Europe","High",1911,"United Kingdom"
"11370","GEO",1949,372,"Central and Eastern Europe","Low",1912,"Georgia"
"11371","GHA",1949,NA,NA,NA,NA,"Ghana"
"11372","GIN",1949,438,"Africa",NA,NA,"Guinea"
"11373","GMB",1949,420,"Africa",NA,NA,"Gambia"
"11374","GNB",1949,404,"Africa","Low",1993,"Guinea-Bissau"
"11375","GNQ",1949,411,"Africa","Low",NA,"Equatorial Guinea"
"11376","GRC",1949,350,"Southern Europe","Medium",1922,"Greece"
"11377","GTM",1949,90,"Americas","High",1944,"Guatemala"
"11378","GUY",1949,110,"Americas","Medium",NA,"Guyana"
"11379","HND",1949,91,"Americas","High",1959,"Honduras"
"11380","HRV",1949,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"11381","HTI",1949,41,"Americas","High",1948,"Haiti"
"11382","HUN",1949,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"11383","IDN",1949,850,"South-eastern Asia","Medium",1949,"Indonesia"
"11384","IND",1949,750,"Southern Asia","Low",1947,"India"
"11385","IRL",1949,205,"Western Europe",NA,NA,"Ireland"
"11386","IRN",1949,630,"Southern Asia","Medium",1955,"Iran"
"11387","IRQ",1949,645,"Western Asia",NA,NA,"Iraq"
"11388","ISR",1949,666,"Western Asia","Low",1948,"Israel"
"11389","ITA",1949,325,"Southern Europe","Medium",1923,"Italy"
"11390","JAM",1949,51,"Americas","High",1965,"Jamaica"
"11391","JOR",1949,663,"Western Asia",NA,NA,"Jordan"
"11392","JPN",1949,740,"Eastern Asia","High",1922,"Japan"
"11393","KAZ",1949,705,"Central Asia","Low",1922,"Kazakhstan"
"11394","KEN",1949,501,"Africa",NA,NA,"Kenya"
"11395","KGZ",1949,703,"Central Asia","Low",1922,"Kyrgyzstan"
"11396","KHM",1949,811,"South-eastern Asia","Low",1955,"Cambodia"
"11397","KOR",1949,732,"Eastern Asia","Medium",1976,"South Korea"
"11398","KWT",1949,690,"Western Asia",NA,NA,"Kuwait"
"11399","LAO",1949,812,"South-eastern Asia","Medium",1975,"Laos"
"11400","LBN",1949,660,"Western Asia",NA,NA,"Lebanon"
"11401","LBR",1949,450,"Africa",NA,NA,"Liberia"
"11402","LBY",1949,NA,NA,NA,NA,"Libya"
"11403","LKA",1949,780,"Southern Asia","Medium",1948,"Sri Lanka"
"11404","LSO",1949,570,"Africa",NA,NA,"Lesotho"
"11405","LTU",1949,368,"Central and Eastern Europe","Medium",1912,"Lithuania"
"11406","LUX",1949,212,"Western Europe",NA,NA,"Luxembourg"
"11407","LVA",1949,367,"Central and Eastern Europe","Medium",1912,"Latvia"
"11408","MAR",1949,600,"Africa",NA,NA,"Morocco"
"11409","MDA",1949,359,"Central and Eastern Europe","Medium",1912,"Moldova"
"11410","MDG",1949,580,"Africa",NA,NA,"Madagascar"
"11411","MEX",1949,70,"Americas","High",1943,"Mexico"
"11412","MKD",1949,343,"Central and Eastern Europe","Medium",1922,"North Macedonia"
"11413","MLI",1949,432,"Africa","Low",1970,"Mali"
"11414","MMR",1949,775,"South-eastern Asia","Medium",1953,"Myanmar (Burma)"
"11415","MNE",1949,341,"Central and Eastern Europe","Medium",1922,"Montenegro"
"11416","MNG",1949,712,"Eastern Asia","Medium",1921,"Mongolia"
"11417","MOZ",1949,541,"Africa","Low",1975,"Mozambique"
"11418","MRT",1949,NA,NA,NA,NA,"Mauritania"
"11419","MUS",1949,590,"Africa",NA,NA,"Mauritius"
"11420","MWI",1949,553,"Africa",NA,NA,"Malawi"
"11421","MYS",1949,820,"South-eastern Asia","Medium",1957,"Malaysia"
"11422","NAM",1949,565,"Africa",NA,NA,"Namibia"
"11423","NER",1949,436,"Africa",NA,NA,"Niger"
"11424","NGA",1949,475,"Africa",NA,NA,"Nigeria"
"11425","NIC",1949,93,"Americas","High",1956,"Nicaragua"
"11426","NLD",1949,210,"Western Europe","Medium",1941,"Netherlands"
"11427","NOR",1949,385,"Northern Europe","Medium",1912,"Norway"
"11428","NPL",1949,790,"Southern Asia",NA,NA,"Nepal"
"11429","NZL",1949,920,"Oceania","Medium",1906,"New Zealand"
"11430","OMN",1949,698,"Western Asia",NA,NA,"Oman"
"11431","PAK",1949,770,"Southern Asia","Low",1947,"Pakistan"
"11432","PAN",1949,95,"Americas","High",1941,"Panama"
"11433","PER",1949,135,"Americas","High",1935,"Peru"
"11434","PHL",1949,840,"South-eastern Asia","Medium",1954,"Philippines"
"11435","PNG",1949,910,"Oceania","Low",1977,"Papua New Guinea"
"11436","POL",1949,290,"Central and Eastern Europe","Medium",1920,"Poland"
"11437","PRK",1949,731,"Eastern Asia","Medium",1946,"North Korea"
"11438","PRT",1949,235,"Europe","Medium",1889,"Portugal"
"11439","PRY",1949,150,"Americas","High",1936,"Paraguay"
"11440","QAT",1949,694,"Western Asia",NA,NA,"Qatar"
"11441","ROU",1949,360,"Central and Eastern Europe","Medium",1933,"Romania"
"11442","RUS",1949,365,"Central and Eastern Europe","Medium",1912,"Russia"
"11443","RWA",1949,517,"Africa",NA,NA,"Rwanda"
"11444","SAU",1949,670,"Western Asia",NA,NA,"Saudi Arabia"
"11445","SDN",1949,625,"Africa",NA,NA,"Sudan"
"11446","SEN",1949,433,"Africa",NA,NA,"Senegal"
"11447","SGP",1949,830,"South-eastern Asia","Medium",1959,"Singapore"
"11448","SLB",1949,940,"Oceania",NA,NA,"Solomon Islands"
"11449","SLE",1949,451,"Africa",NA,NA,"Sierra Leone"
"11450","SLV",1949,92,"Americas","High",1949,"El Salvador"
"11451","SOM",1949,NA,NA,NA,NA,"Somalia"
"11452","SRB",1949,345,"Central and Eastern Europe","Medium",1922,"Serbia"
"11453","SSD",1949,626,"Africa",NA,NA,"South Sudan"
"11454","SUR",1949,115,"Americas","Medium",NA,"Suriname"
"11455","SVK",1949,317,"Central and Eastern Europe","Medium",1888,"Slovakia"
"11456","SVN",1949,349,"Central and Eastern Europe","Medium",1888,"Slovenia"
"11457","SWE",1949,380,"Northern Europe","Medium",1928,"Sweden"
"11458","SWZ",1949,572,"Africa",NA,NA,"Eswatini"
"11459","SYR",1949,652,"Western Asia",NA,NA,"Syria"
"11460","TCD",1949,483,"Africa",NA,NA,"Chad"
"11461","TGO",1949,461,"Africa",NA,NA,"Togo"
"11462","THA",1949,800,"South-eastern Asia","Medium",1974,"Thailand"
"11463","TJK",1949,702,"Central Asia","Low",1922,"Tajikistan"
"11464","TKM",1949,701,"Central Asia","Low",1922,"Turkmenistan"
"11465","TLS",1949,860,"Asia","(very) Low",1999,"Timor-Leste"
"11466","TTO",1949,52,"Americas","High",1951,"Trinidad & Tobago"
"11467","TUN",1949,616,"Africa","High",1991,"Tunisia"
"11468","TUR",1949,640,"Western Asia","Low",1946,"Turkey"
"11469","TZA",1949,510,"Africa",NA,NA,"Tanzania"
"11470","UGA",1949,500,"Africa",NA,NA,"Uganda"
"11471","UKR",1949,369,"Central and Eastern Europe","Medium",1912,"Ukraine"
"11472","URY",1949,165,"Americas","High",1931,"Uruguay"
"11473","USA",1949,2,"Americas","High",1965,"United States"
"11474","UZB",1949,704,"Central Asia","Low",1922,"Uzbekistan"
"11475","VEN",1949,101,"Americas","High",1912,"Venezuela"
"11476","VNM",1949,816,"South-eastern Asia","Medium",1976,"Vietnam"
"11477","YEM",1949,679,"Western Asia",NA,NA,"Yemen"
"11478","ZAF",1949,560,"Africa",NA,NA,"South Africa"
"11479","ZMB",1949,551,"Africa",NA,NA,"Zambia"
"11480","ZWE",1949,552,"Africa",NA,NA,"Zimbabwe"
"11481","AFG",1950,700,"Southern Asia",NA,NA,"Afghanistan"
"11482","AGO",1950,540,"Africa","Low",1975,"Angola"
"11483","ALB",1950,339,"Central and Eastern Europe","Medium",1946,"Albania"
"11484","ARE",1950,696,"Western Asia",NA,NA,"United Arab Emirates"
"11485","ARG",1950,160,"Americas","High",1944,"Argentina"
"11486","ARM",1950,371,"Central and Eastern Europe","Low",1912,"Armenia"
"11487","AUS",1950,900,"Oceania","Medium",1953,"Australia"
"11488","AUT",1950,305,"Western Europe","High",1888,"Austria"
"11489","AZE",1950,373,"Central and Eastern Europe","Low",1912,"Azerbaijan"
"11490","BDI",1950,516,"Africa",NA,NA,"Burundi"
"11491","BEL",1950,211,"Western Europe",NA,NA,"Belgium"
"11492","BEN",1950,434,"Africa",NA,NA,"Benin"
"11493","BFA",1950,439,"Africa",NA,NA,"Burkina Faso"
"11494","BGD",1950,771,"Southern Asia","Low",1947,"Bangladesh"
"11495","BGR",1950,355,"Central and Eastern Europe","Medium",1888,"Bulgaria"
"11496","BHR",1950,692,"Western Asia",NA,NA,"Bahrain"
"11497","BIH",1950,346,"Central and Eastern Europe","Medium",1922,"Bosnia & Herzegovina"
"11498","BLR",1950,370,"Central and Eastern Europe","Medium",1912,"Belarus"
"11499","BOL",1950,145,"Americas","High",1938,"Bolivia"
"11500","BRA",1950,140,"Americas","High",1923,"Brazil"
"11501","BTN",1950,760,"Southern Asia","Medium",1961,"Bhutan"
"11502","BWA",1950,571,"Africa",NA,NA,"Botswana"
"11503","CAF",1950,482,"Africa",NA,NA,"Central African Republic"
"11504","CAN",1950,20,"Americas","High",1958,"Canada"
"11505","CHE",1950,225,"Western Europe","Medium",1911,"Switzerland"
"11506","CHL",1950,155,"Americas","High",1924,"Chile"
"11507","CHN",1950,710,"Eastern Asia","High",1951,"China"
"11508","CIV",1950,437,"Africa",NA,NA,"Côte d’Ivoire"
"11509","CMR",1950,471,"Africa",NA,NA,"Cameroon"
"11510","COD",1950,490,"Africa","High",1984,"Congo - Kinshasa"
"11511","COG",1950,484,"Africa",NA,NA,"Congo - Brazzaville"
"11512","COL",1950,100,"Americas","High",1938,"Colombia"
"11513","COM",1950,NA,NA,NA,NA,"Comoros"
"11514","CPV",1950,402,"Africa","(very) Low",1978,"Cape Verde"
"11515","CRI",1950,94,"Americas","High",1941,"Costa Rica"
"11516","CUB",1950,40,"Americas","High",1909,"Cuba"
"11517","CYP",1950,352,"Western Asia","Medium",1957,"Cyprus"
"11518","CZE",1950,316,"Central and Eastern Europe","Medium",1888,"Czechia"
"11519","DEU",1950,255,"Western Europe","High",1883,"Germany"
"11520","DJI",1950,522,"Africa",NA,NA,"Djibouti"
"11521","DNK",1950,390,"Northern Europe","Low",1892,"Denmark"
"11522","DOM",1950,42,"Americas","High",1947,"Dominican Republic"
"11523","DZA",1950,615,"Africa","High",1976,"Algeria"
"11524","ECU",1950,130,"Americas","High",1935,"Ecuador"
"11525","EGY",1950,NA,NA,NA,NA,"Egypt"
"11526","ESP",1950,230,"Europe","Medium",1883,"Spain"
"11527","EST",1950,366,"Central and Eastern Europe","Medium",1912,"Estonia"
"11528","ETH",1950,530,"Africa",NA,NA,"Ethiopia"
"11529","FIN",1950,375,"Northern Europe","Low",1963,"Finland"
"11530","FJI",1950,950,"Oceania","Low",1977,"Fiji"
"11531","FRA",1950,220,"Western Europe","Medium",1893,"France"
"11532","GAB",1950,481,"Africa",NA,NA,"Gabon"
"11533","GBR",1950,200,"Western Europe","High",1911,"United Kingdom"
"11534","GEO",1950,372,"Central and Eastern Europe","Low",1912,"Georgia"
"11535","GHA",1950,NA,NA,NA,NA,"Ghana"
"11536","GIN",1950,438,"Africa",NA,NA,"Guinea"
"11537","GMB",1950,420,"Africa",NA,NA,"Gambia"
"11538","GNB",1950,404,"Africa","Low",1993,"Guinea-Bissau"
"11539","GNQ",1950,411,"Africa","Low",NA,"Equatorial Guinea"
"11540","GRC",1950,350,"Southern Europe","Medium",1922,"Greece"
"11541","GTM",1950,90,"Americas","High",1944,"Guatemala"
"11542","GUY",1950,110,"Americas","Medium",NA,"Guyana"
"11543","HND",1950,91,"Americas","High",1959,"Honduras"
"11544","HRV",1950,344,"Central and Eastern Europe","Medium",1888,"Croatia"
"11545","HTI",1950,41,"Americas","High",1948,"Haiti"
"11546","HUN",1950,310,"Central and Eastern Europe","Medium",1891,"Hungary"
"11547","IDN",1950,850,"South-eastern Asia","Medium",1949,"Indonesia"
"11548","IND",1950,750,"Southern Asia","Low",1947,"India"
