"","iso3","year","cow_code","x1","toa","country_names"
"79","KGZ",1880,703,NA,1922,"Kyrgyzstan"
"80","KHM",1880,NA,NA,NA,"Cambodia"
"81","KOR",1880,732,NA,1963,"South Korea"
"82","KWT",1880,690,NA,NA,"Kuwait"
"83","LAO",1880,812,NA,1999,"Laos"
"84","LBN",1880,660,NA,1963,"Lebanon"
"85","LBR",1880,450,NA,1943,"Liberia"
"86","LBY",1880,620,NA,1958,"Libya"
"87","LKA",1880,780,NA,NA,"Sri Lanka"
"88","LSO",1880,570,NA,NA,"Lesotho"
"89","LTU",1880,368,NA,1925,"Lithuania"
"90","LUX",1880,212,NA,1901,"Luxembourg"
"91","LVA",1880,367,NA,1924,"Latvia"
"92","MAR",1880,600,NA,1959,"Morocco"
"93","MDA",1880,359,NA,1993,"Moldova"
"94","MDG",1880,580,NA,1952,"Madagascar"
"95","MEX",1880,70,NA,1943,"Mexico"
"96","MKD",1880,NA,NA,NA,"North Macedonia"
"97","MLI",1880,432,NA,1952,"Mali"
"98","MMR",1880,775,NA,1954,"Myanmar (Burma)"
"99","MNE",1880,NA,NA,NA,"Montenegro"
"100","MNG",1880,NA,NA,NA,"Mongolia"
"101","MOZ",1880,NA,NA,NA,"Mozambique"
"102","MRT",1880,435,NA,1952,"Mauritania"
"103","MUS",1880,590,NA,NA,"Mauritius"
"104","MWI",1880,553,NA,NA,"Malawi"
"105","MYS",1880,820,NA,1951,"Malaysia"
"106","NAM",1880,565,NA,1994,"Namibia"
"107","NER",1880,436,NA,1952,"Niger"
"108","NGA",1880,475,NA,NA,"Nigeria"
"109","NIC",1880,93,NA,1956,"Nicaragua"
"110","NLD",1880,210,NA,1931,"Netherlands"
"111","NOR",1880,385,NA,1909,"Norway"
"112","NPL",1880,790,NA,NA,"Nepal"
"113","NZL",1880,920,NA,1938,"New Zealand"
"114","OMN",1880,698,NA,NA,"Oman"
"115","PAK",1880,770,NA,1962,"Pakistan"
"116","PAN",1880,95,NA,1941,"Panama"
"117","PER",1880,135,NA,1936,"Peru"
"118","PHL",1880,840,NA,1954,"Philippines"
"119","PNG",1880,910,NA,NA,"Papua New Guinea"
"120","POL",1880,290,NA,1920,"Poland"
"121","PRK",1880,NA,NA,NA,"North Korea"
"122","PRT",1880,235,NA,1935,"Portugal"
"123","PRY",1880,150,NA,1943,"Paraguay"
"124","QAT",1880,694,NA,NA,"Qatar"
"125","ROU",1880,360,NA,1930,"Romania"
"126","RUS",1880,365,NA,1912,"Russia"
"127","RWA",1880,517,NA,NA,"Rwanda"
"128","SAU",1880,670,NA,NA,"Saudi Arabia"
"129","SDN",1880,625,NA,NA,"Sudan"
"130","SEN",1880,433,NA,1952,"Senegal"
"131","SGP",1880,830,NA,1953,"Singapore"
"132","SLB",1880,940,NA,NA,"Solomon Islands"
"133","SLE",1880,451,NA,NA,"Sierra Leone"
"134","SLV",1880,92,NA,1949,"El Salvador"
"135","SOM",1880,NA,NA,NA,"Somalia"
"136","SRB",1880,345,NA,1922,"Serbia"
"137","SSD",1880,NA,NA,NA,"South Sudan"
"138","SUR",1880,NA,NA,NA,"Suriname"
"139","SVK",1880,317,NA,1888,"Slovakia"
"140","SVN",1880,349,NA,1922,"Slovenia"
"141","SWE",1880,380,NA,1891,"Sweden"
"142","SWZ",1880,572,NA,NA,"Eswatini"
"143","SYR",1880,652,NA,NA,"Syria"
"144","TCD",1880,483,NA,1952,"Chad"
"145","TGO",1880,461,NA,1956,"Togo"
"146","THA",1880,800,NA,1990,"Thailand"
"147","TJK",1880,702,NA,1997,"Tajikistan"
"148","TKM",1880,701,NA,1994,"Turkmenistan"
"149","TLS",1880,NA,NA,NA,"Timor-Leste"
"150","TTO",1880,52,NA,1939,"Trinidad & Tobago"
"151","TUN",1880,616,NA,1960,"Tunisia"
"152","TUR",1880,640,NA,1945,"Turkey"
"153","TZA",1880,510,NA,1997,"Tanzania"
"154","UGA",1880,500,NA,NA,"Uganda"
"155","UKR",1880,369,NA,1912,"Ukraine"
"156","URY",1880,165,NA,1958,"Uruguay"
"157","USA",1880,2,NA,1965,"United States"
"158","UZB",1880,704,NA,1955,"Uzbekistan"
"159","VEN",1880,101,NA,1940,"Venezuela"
"160","VNM",1880,816,NA,1961,"Vietnam"
"161","YEM",1880,679,NA,NA,"Yemen"
"162","ZAF",1880,560,NA,2001,"South Africa"
"163","ZMB",1880,551,NA,1973,"Zambia"
"164","ZWE",1880,552,NA,NA,"Zimbabwe"
"165","AFG",1881,NA,NA,NA,"Afghanistan"
"166","AGO",1881,NA,NA,NA,"Angola"
"167","ALB",1881,339,NA,1947,"Albania"
"168","ARE",1881,NA,NA,NA,"United Arab Emirates"
"169","ARG",1881,160,NA,1934,"Argentina"
"170","ARM",1881,371,NA,1912,"Armenia"
"171","AUS",1881,900,NA,1944,"Australia"
"172","AUT",1881,305,NA,1888,"Austria"
"173","AZE",1881,373,NA,1912,"Azerbaijan"
"174","BDI",1881,516,NA,NA,"Burundi"
"175","BEL",1881,211,NA,1894,"Belgium"
"176","BEN",1881,434,NA,1952,"Benin"
"177","BFA",1881,439,NA,1952,"Burkina Faso"
"178","BGD",1881,771,NA,1939,"Bangladesh"
"179","BGR",1881,355,NA,1918,"Bulgaria"
"180","BHR",1881,692,NA,NA,"Bahrain"
"181","BIH",1881,NA,NA,NA,"Bosnia & Herzegovina"
"182","BLR",1881,370,NA,1955,"Belarus"
"183","BOL",1881,145,NA,1949,"Bolivia"
"184","BRA",1881,140,NA,1923,"Brazil"
"185","BTN",1881,NA,NA,NA,"Bhutan"
"186","BWA",1881,571,NA,NA,"Botswana"
"187","CAF",1881,482,NA,1952,"Central African Republic"
"188","CAN",1881,20,NA,1996,"Canada"
"189","CHE",1881,225,NA,1911,"Switzerland"
"190","CHL",1881,155,NA,1924,"Chile"
"191","CHN",1881,710,NA,1951,"China"
"192","CIV",1881,437,NA,1955,"Côte d’Ivoire"
"193","CMR",1881,471,NA,1956,"Cameroon"
"194","COD",1881,490,NA,NA,"Congo - Kinshasa"
"195","COG",1881,484,NA,1956,"Congo - Brazzaville"
"196","COL",1881,100,NA,1938,"Colombia"
"197","COM",1881,NA,NA,NA,"Comoros"
"198","CPV",1881,402,NA,1976,"Cape Verde"
"199","CRI",1881,94,NA,1941,"Costa Rica"
"200","CUB",1881,40,NA,1934,"Cuba"
"201","CYP",1881,352,NA,1957,"Cyprus"
"202","CZE",1881,316,NA,1888,"Czechia"
"203","DEU",1881,255,NA,1883,"Germany"
"204","DJI",1881,522,NA,1956,"Djibouti"
"205","DNK",1881,390,NA,1892,"Denmark"
"206","DOM",1881,42,NA,1947,"Dominican Republic"
"207","DZA",1881,615,NA,1949,"Algeria"
"208","ECU",1881,130,NA,1935,"Ecuador"
"209","EGY",1881,651,NA,1959,"Egypt"
"210","ESP",1881,230,NA,1929,"Spain"
"211","EST",1881,366,NA,1924,"Estonia"
"212","ETH",1881,530,NA,NA,"Ethiopia"
"213","FIN",1881,375,NA,1963,"Finland"
"214","FJI",1881,950,NA,NA,"Fiji"
"215","FRA",1881,220,NA,1928,"France"
"216","GAB",1881,481,NA,1952,"Gabon"
"217","GBR",1881,200,NA,1911,"United Kingdom"
"218","GEO",1881,372,NA,1964,"Georgia"
"219","GHA",1881,452,NA,2003,"Ghana"
"220","GIN",1881,438,NA,1960,"Guinea"
"221","GMB",1881,420,NA,NA,"Gambia"
"222","GNB",1881,NA,NA,NA,"Guinea-Bissau"
"223","GNQ",1881,411,NA,1947,"Equatorial Guinea"
"224","GRC",1881,350,NA,1922,"Greece"
"225","GTM",1881,90,NA,1952,"Guatemala"
"226","GUY",1881,110,NA,1969,"Guyana"
"227","HND",1881,91,NA,1959,"Honduras"
"228","HRV",1881,344,NA,1954,"Croatia"
"229","HTI",1881,41,NA,NA,"Haiti"
"230","HUN",1881,310,NA,1891,"Hungary"
"231","IDN",1881,850,NA,1957,"Indonesia"
"232","IND",1881,750,NA,1948,"India"
"233","IRL",1881,205,NA,1911,"Ireland"
"234","IRN",1881,630,NA,1949,"Iran"
"235","IRQ",1881,NA,NA,NA,"Iraq"
"236","ISR",1881,666,NA,1953,"Israel"
"237","ITA",1881,325,NA,1912,"Italy"
"238","JAM",1881,51,NA,1965,"Jamaica"
"239","JOR",1881,663,NA,1978,"Jordan"
"240","JPN",1881,740,NA,1922,"Japan"
"241","KAZ",1881,705,NA,1999,"Kazakhstan"
"242","KEN",1881,501,NA,1966,"Kenya"
"243","KGZ",1881,703,NA,1922,"Kyrgyzstan"
"244","KHM",1881,NA,NA,NA,"Cambodia"
"245","KOR",1881,732,NA,1963,"South Korea"
"246","KWT",1881,690,NA,NA,"Kuwait"
"247","LAO",1881,812,NA,1999,"Laos"
"248","LBN",1881,660,NA,1963,"Lebanon"
"249","LBR",1881,450,NA,1943,"Liberia"
"250","LBY",1881,620,NA,1958,"Libya"
"251","LKA",1881,780,NA,NA,"Sri Lanka"
"252","LSO",1881,570,NA,NA,"Lesotho"
"253","LTU",1881,368,NA,1925,"Lithuania"
"254","LUX",1881,212,NA,1901,"Luxembourg"
"255","LVA",1881,367,NA,1924,"Latvia"
"256","MAR",1881,600,NA,1959,"Morocco"
"257","MDA",1881,359,NA,1993,"Moldova"
"258","MDG",1881,580,NA,1952,"Madagascar"
"259","MEX",1881,70,NA,1943,"Mexico"
"260","MKD",1881,NA,NA,NA,"North Macedonia"
"261","MLI",1881,432,NA,1952,"Mali"
"262","MMR",1881,775,NA,1954,"Myanmar (Burma)"
"263","MNE",1881,NA,NA,NA,"Montenegro"
"264","MNG",1881,NA,NA,NA,"Mongolia"
"265","MOZ",1881,NA,NA,NA,"Mozambique"
"266","MRT",1881,435,NA,1952,"Mauritania"
"267","MUS",1881,590,NA,NA,"Mauritius"
"268","MWI",1881,553,NA,NA,"Malawi"
"269","MYS",1881,820,NA,1951,"Malaysia"
"270","NAM",1881,565,NA,1994,"Namibia"
"271","NER",1881,436,NA,1952,"Niger"
"272","NGA",1881,475,NA,NA,"Nigeria"
"273","NIC",1881,93,NA,1956,"Nicaragua"
"274","NLD",1881,210,NA,1931,"Netherlands"
"275","NOR",1881,385,NA,1909,"Norway"
"276","NPL",1881,790,NA,NA,"Nepal"
"277","NZL",1881,920,NA,1938,"New Zealand"
"278","OMN",1881,698,NA,NA,"Oman"
"279","PAK",1881,770,NA,1962,"Pakistan"
"280","PAN",1881,95,NA,1941,"Panama"
"281","PER",1881,135,NA,1936,"Peru"
"282","PHL",1881,840,NA,1954,"Philippines"
"283","PNG",1881,910,NA,NA,"Papua New Guinea"
"284","POL",1881,290,NA,1920,"Poland"
"285","PRK",1881,NA,NA,NA,"North Korea"
"286","PRT",1881,235,NA,1935,"Portugal"
"287","PRY",1881,150,NA,1943,"Paraguay"
"288","QAT",1881,694,NA,NA,"Qatar"
"289","ROU",1881,360,NA,1930,"Romania"
"290","RUS",1881,365,NA,1912,"Russia"
"291","RWA",1881,517,NA,NA,"Rwanda"
"292","SAU",1881,670,NA,NA,"Saudi Arabia"
"293","SDN",1881,625,NA,NA,"Sudan"
"294","SEN",1881,433,NA,1952,"Senegal"
"295","SGP",1881,830,NA,1953,"Singapore"
"296","SLB",1881,940,NA,NA,"Solomon Islands"
"297","SLE",1881,451,NA,NA,"Sierra Leone"
"298","SLV",1881,92,NA,1949,"El Salvador"
"299","SOM",1881,NA,NA,NA,"Somalia"
"300","SRB",1881,345,NA,1922,"Serbia"
"301","SSD",1881,NA,NA,NA,"South Sudan"
"302","SUR",1881,NA,NA,NA,"Suriname"
"303","SVK",1881,317,NA,1888,"Slovakia"
"304","SVN",1881,349,NA,1922,"Slovenia"
"305","SWE",1881,380,NA,1891,"Sweden"
"306","SWZ",1881,572,NA,NA,"Eswatini"
"307","SYR",1881,652,NA,NA,"Syria"
"308","TCD",1881,483,NA,1952,"Chad"
"309","TGO",1881,461,NA,1956,"Togo"
"310","THA",1881,800,NA,1990,"Thailand"
"311","TJK",1881,702,NA,1997,"Tajikistan"
"312","TKM",1881,701,NA,1994,"Turkmenistan"
"313","TLS",1881,NA,NA,NA,"Timor-Leste"
"314","TTO",1881,52,NA,1939,"Trinidad & Tobago"
"315","TUN",1881,616,NA,1960,"Tunisia"
"316","TUR",1881,640,NA,1945,"Turkey"
"317","TZA",1881,510,NA,1997,"Tanzania"
"318","UGA",1881,500,NA,NA,"Uganda"
"319","UKR",1881,369,NA,1912,"Ukraine"
"320","URY",1881,165,NA,1958,"Uruguay"
"321","USA",1881,2,NA,1965,"United States"
"322","UZB",1881,704,NA,1955,"Uzbekistan"
"323","VEN",1881,101,NA,1940,"Venezuela"
"324","VNM",1881,816,NA,1961,"Vietnam"
"325","YEM",1881,679,NA,NA,"Yemen"
"326","ZAF",1881,560,NA,2001,"South Africa"
"327","ZMB",1881,551,NA,1973,"Zambia"
"328","ZWE",1881,552,NA,NA,"Zimbabwe"
"329","AFG",1882,NA,NA,NA,"Afghanistan"
"330","AGO",1882,NA,NA,NA,"Angola"
"331","ALB",1882,339,NA,1947,"Albania"
"332","ARE",1882,NA,NA,NA,"United Arab Emirates"
"333","ARG",1882,160,NA,1934,"Argentina"
"334","ARM",1882,371,NA,1912,"Armenia"
"335","AUS",1882,900,NA,1944,"Australia"
"336","AUT",1882,305,NA,1888,"Austria"
"337","AZE",1882,373,NA,1912,"Azerbaijan"
"338","BDI",1882,516,NA,NA,"Burundi"
"339","BEL",1882,211,NA,1894,"Belgium"
"340","BEN",1882,434,NA,1952,"Benin"
"341","BFA",1882,439,NA,1952,"Burkina Faso"
"342","BGD",1882,771,NA,1939,"Bangladesh"
"343","BGR",1882,355,NA,1918,"Bulgaria"
"344","BHR",1882,692,NA,NA,"Bahrain"
"345","BIH",1882,NA,NA,NA,"Bosnia & Herzegovina"
"346","BLR",1882,370,NA,1955,"Belarus"
"347","BOL",1882,145,NA,1949,"Bolivia"
"348","BRA",1882,140,NA,1923,"Brazil"
"349","BTN",1882,NA,NA,NA,"Bhutan"
"350","BWA",1882,571,NA,NA,"Botswana"
"351","CAF",1882,482,NA,1952,"Central African Republic"
"352","CAN",1882,20,NA,1996,"Canada"
"353","CHE",1882,225,NA,1911,"Switzerland"
"354","CHL",1882,155,NA,1924,"Chile"
"355","CHN",1882,710,NA,1951,"China"
"356","CIV",1882,437,NA,1955,"Côte d’Ivoire"
"357","CMR",1882,471,NA,1956,"Cameroon"
"358","COD",1882,490,NA,NA,"Congo - Kinshasa"
"359","COG",1882,484,NA,1956,"Congo - Brazzaville"
"360","COL",1882,100,NA,1938,"Colombia"
"361","COM",1882,NA,NA,NA,"Comoros"
"362","CPV",1882,402,NA,1976,"Cape Verde"
"363","CRI",1882,94,NA,1941,"Costa Rica"
"364","CUB",1882,40,NA,1934,"Cuba"
"365","CYP",1882,352,NA,1957,"Cyprus"
"366","CZE",1882,316,NA,1888,"Czechia"
"367","DEU",1882,255,NA,1883,"Germany"
"368","DJI",1882,522,NA,1956,"Djibouti"
"369","DNK",1882,390,NA,1892,"Denmark"
"370","DOM",1882,42,NA,1947,"Dominican Republic"
"371","DZA",1882,615,NA,1949,"Algeria"
"372","ECU",1882,130,NA,1935,"Ecuador"
"373","EGY",1882,651,NA,1959,"Egypt"
"374","ESP",1882,230,NA,1929,"Spain"
"375","EST",1882,366,NA,1924,"Estonia"
"376","ETH",1882,530,NA,NA,"Ethiopia"
"377","FIN",1882,375,NA,1963,"Finland"
"378","FJI",1882,950,NA,NA,"Fiji"
"379","FRA",1882,220,NA,1928,"France"
"380","GAB",1882,481,NA,1952,"Gabon"
"381","GBR",1882,200,NA,1911,"United Kingdom"
"382","GEO",1882,372,NA,1964,"Georgia"
"383","GHA",1882,452,NA,2003,"Ghana"
"384","GIN",1882,438,NA,1960,"Guinea"
"385","GMB",1882,420,NA,NA,"Gambia"
"386","GNB",1882,NA,NA,NA,"Guinea-Bissau"
"387","GNQ",1882,411,NA,1947,"Equatorial Guinea"
"388","GRC",1882,350,NA,1922,"Greece"
"389","GTM",1882,90,NA,1952,"Guatemala"
"390","GUY",1882,110,NA,1969,"Guyana"
"391","HND",1882,91,NA,1959,"Honduras"
"392","HRV",1882,344,NA,1954,"Croatia"
"393","HTI",1882,41,NA,NA,"Haiti"
"394","HUN",1882,310,NA,1891,"Hungary"
"395","IDN",1882,850,NA,1957,"Indonesia"
"396","IND",1882,750,NA,1948,"India"
"397","IRL",1882,205,NA,1911,"Ireland"
"398","IRN",1882,630,NA,1949,"Iran"
"399","IRQ",1882,NA,NA,NA,"Iraq"
"400","ISR",1882,666,NA,1953,"Israel"
"401","ITA",1882,325,NA,1912,"Italy"
"402","JAM",1882,51,NA,1965,"Jamaica"
"403","JOR",1882,663,NA,1978,"Jordan"
"404","JPN",1882,740,NA,1922,"Japan"
"405","KAZ",1882,705,NA,1999,"Kazakhstan"
"406","KEN",1882,501,NA,1966,"Kenya"
"407","KGZ",1882,703,NA,1922,"Kyrgyzstan"
"408","KHM",1882,NA,NA,NA,"Cambodia"
"409","KOR",1882,732,NA,1963,"South Korea"
"410","KWT",1882,690,NA,NA,"Kuwait"
"411","LAO",1882,812,NA,1999,"Laos"
"412","LBN",1882,660,NA,1963,"Lebanon"
"413","LBR",1882,450,NA,1943,"Liberia"
"414","LBY",1882,620,NA,1958,"Libya"
"415","LKA",1882,780,NA,NA,"Sri Lanka"
"416","LSO",1882,570,NA,NA,"Lesotho"
"417","LTU",1882,368,NA,1925,"Lithuania"
"418","LUX",1882,212,NA,1901,"Luxembourg"
"419","LVA",1882,367,NA,1924,"Latvia"
"420","MAR",1882,600,NA,1959,"Morocco"
"421","MDA",1882,359,NA,1993,"Moldova"
"422","MDG",1882,580,NA,1952,"Madagascar"
"423","MEX",1882,70,NA,1943,"Mexico"
"424","MKD",1882,NA,NA,NA,"North Macedonia"
"425","MLI",1882,432,NA,1952,"Mali"
"426","MMR",1882,775,NA,1954,"Myanmar (Burma)"
"427","MNE",1882,NA,NA,NA,"Montenegro"
"428","MNG",1882,NA,NA,NA,"Mongolia"
"429","MOZ",1882,NA,NA,NA,"Mozambique"
"430","MRT",1882,435,NA,1952,"Mauritania"
"431","MUS",1882,590,NA,NA,"Mauritius"
"432","MWI",1882,553,NA,NA,"Malawi"
"433","MYS",1882,820,NA,1951,"Malaysia"
"434","NAM",1882,565,NA,1994,"Namibia"
"435","NER",1882,436,NA,1952,"Niger"
"436","NGA",1882,475,NA,NA,"Nigeria"
"437","NIC",1882,93,NA,1956,"Nicaragua"
"438","NLD",1882,210,NA,1931,"Netherlands"
"439","NOR",1882,385,NA,1909,"Norway"
"440","NPL",1882,790,NA,NA,"Nepal"
"441","NZL",1882,920,NA,1938,"New Zealand"
"442","OMN",1882,698,NA,NA,"Oman"
"443","PAK",1882,770,NA,1962,"Pakistan"
"444","PAN",1882,95,NA,1941,"Panama"
"445","PER",1882,135,NA,1936,"Peru"
"446","PHL",1882,840,NA,1954,"Philippines"
"447","PNG",1882,910,NA,NA,"Papua New Guinea"
"448","POL",1882,290,NA,1920,"Poland"
"449","PRK",1882,NA,NA,NA,"North Korea"
"450","PRT",1882,235,NA,1935,"Portugal"
"451","PRY",1882,150,NA,1943,"Paraguay"
"452","QAT",1882,694,NA,NA,"Qatar"
"453","ROU",1882,360,NA,1930,"Romania"
"454","RUS",1882,365,NA,1912,"Russia"
"455","RWA",1882,517,NA,NA,"Rwanda"
"456","SAU",1882,670,NA,NA,"Saudi Arabia"
"457","SDN",1882,625,NA,NA,"Sudan"
"458","SEN",1882,433,NA,1952,"Senegal"
"459","SGP",1882,830,NA,1953,"Singapore"
"460","SLB",1882,940,NA,NA,"Solomon Islands"
"461","SLE",1882,451,NA,NA,"Sierra Leone"
"462","SLV",1882,92,NA,1949,"El Salvador"
"463","SOM",1882,NA,NA,NA,"Somalia"
"464","SRB",1882,345,NA,1922,"Serbia"
"465","SSD",1882,NA,NA,NA,"South Sudan"
"466","SUR",1882,NA,NA,NA,"Suriname"
"467","SVK",1882,317,NA,1888,"Slovakia"
"468","SVN",1882,349,NA,1922,"Slovenia"
"469","SWE",1882,380,NA,1891,"Sweden"
"470","SWZ",1882,572,NA,NA,"Eswatini"
"471","SYR",1882,652,NA,NA,"Syria"
"472","TCD",1882,483,NA,1952,"Chad"
"473","TGO",1882,461,NA,1956,"Togo"
"474","THA",1882,800,NA,1990,"Thailand"
"475","TJK",1882,702,NA,1997,"Tajikistan"
"476","TKM",1882,701,NA,1994,"Turkmenistan"
"477","TLS",1882,NA,NA,NA,"Timor-Leste"
"478","TTO",1882,52,NA,1939,"Trinidad & Tobago"
"479","TUN",1882,616,NA,1960,"Tunisia"
"480","TUR",1882,640,NA,1945,"Turkey"
"481","TZA",1882,510,NA,1997,"Tanzania"
"482","UGA",1882,500,NA,NA,"Uganda"
"483","UKR",1882,369,NA,1912,"Ukraine"
"484","URY",1882,165,NA,1958,"Uruguay"
"485","USA",1882,2,NA,1965,"United States"
"486","UZB",1882,704,NA,1955,"Uzbekistan"
"487","VEN",1882,101,NA,1940,"Venezuela"
"488","VNM",1882,816,NA,1961,"Vietnam"
"489","YEM",1882,679,NA,NA,"Yemen"
"490","ZAF",1882,560,NA,2001,"South Africa"
"491","ZMB",1882,551,NA,1973,"Zambia"
"492","ZWE",1882,552,NA,NA,"Zimbabwe"
"493","AFG",1883,NA,NA,NA,"Afghanistan"
"494","AGO",1883,NA,NA,NA,"Angola"
"495","ALB",1883,339,42,1947,"Albania"
"496","ARE",1883,NA,NA,NA,"United Arab Emirates"
"497","ARG",1883,160,42,1934,"Argentina"
"498","ARM",1883,371,42,1912,"Armenia"
"499","AUS",1883,900,42,1944,"Australia"
"500","AUT",1883,305,42,1888,"Austria"
"501","AZE",1883,373,42,1912,"Azerbaijan"
"502","BDI",1883,516,42,NA,"Burundi"
"503","BEL",1883,211,42,1894,"Belgium"
"504","BEN",1883,434,42,1952,"Benin"
"505","BFA",1883,439,42,1952,"Burkina Faso"
"506","BGD",1883,771,42,1939,"Bangladesh"
"507","BGR",1883,355,42,1918,"Bulgaria"
"508","BHR",1883,692,42,NA,"Bahrain"
"509","BIH",1883,NA,NA,NA,"Bosnia & Herzegovina"
"510","BLR",1883,370,42,1955,"Belarus"
"511","BOL",1883,145,42,1949,"Bolivia"
"512","BRA",1883,140,42,1923,"Brazil"
"513","BTN",1883,NA,NA,NA,"Bhutan"
"514","BWA",1883,571,42,NA,"Botswana"
"515","CAF",1883,482,42,1952,"Central African Republic"
"516","CAN",1883,20,42,1996,"Canada"
"517","CHE",1883,225,42,1911,"Switzerland"
"518","CHL",1883,155,42,1924,"Chile"
"519","CHN",1883,710,42,1951,"China"
"520","CIV",1883,437,42,1955,"Côte d’Ivoire"
"521","CMR",1883,471,42,1956,"Cameroon"
"522","COD",1883,490,42,NA,"Congo - Kinshasa"
"523","COG",1883,484,42,1956,"Congo - Brazzaville"
"524","COL",1883,100,42,1938,"Colombia"
"525","COM",1883,NA,NA,NA,"Comoros"
"526","CPV",1883,402,42,1976,"Cape Verde"
"527","CRI",1883,94,42,1941,"Costa Rica"
"528","CUB",1883,40,42,1934,"Cuba"
"529","CYP",1883,352,42,1957,"Cyprus"
"530","CZE",1883,316,42,1888,"Czechia"
"531","DEU",1883,255,42,1883,"Germany"
"532","DJI",1883,522,42,1956,"Djibouti"
"533","DNK",1883,390,42,1892,"Denmark"
"534","DOM",1883,42,42,1947,"Dominican Republic"
"535","DZA",1883,615,42,1949,"Algeria"
"536","ECU",1883,130,42,1935,"Ecuador"
"537","EGY",1883,651,42,1959,"Egypt"
"538","ESP",1883,230,42,1929,"Spain"
"539","EST",1883,366,42,1924,"Estonia"
"540","ETH",1883,530,42,NA,"Ethiopia"
"541","FIN",1883,375,42,1963,"Finland"
"542","FJI",1883,950,42,NA,"Fiji"
"543","FRA",1883,220,42,1928,"France"
"544","GAB",1883,481,42,1952,"Gabon"
"545","GBR",1883,200,42,1911,"United Kingdom"
"546","GEO",1883,372,42,1964,"Georgia"
"547","GHA",1883,452,42,2003,"Ghana"
"548","GIN",1883,438,42,1960,"Guinea"
"549","GMB",1883,420,42,NA,"Gambia"
"550","GNB",1883,NA,NA,NA,"Guinea-Bissau"
"551","GNQ",1883,411,42,1947,"Equatorial Guinea"
"552","GRC",1883,350,42,1922,"Greece"
"553","GTM",1883,90,42,1952,"Guatemala"
"554","GUY",1883,110,42,1969,"Guyana"
"555","HND",1883,91,42,1959,"Honduras"
"556","HRV",1883,344,42,1954,"Croatia"
"557","HTI",1883,41,42,NA,"Haiti"
"558","HUN",1883,310,42,1891,"Hungary"
"559","IDN",1883,850,42,1957,"Indonesia"
"560","IND",1883,750,42,1948,"India"
"561","IRL",1883,205,42,1911,"Ireland"
"562","IRN",1883,630,42,1949,"Iran"
"563","IRQ",1883,NA,NA,NA,"Iraq"
"564","ISR",1883,666,42,1953,"Israel"
"565","ITA",1883,325,42,1912,"Italy"
"566","JAM",1883,51,42,1965,"Jamaica"
"567","JOR",1883,663,42,1978,"Jordan"
"568","JPN",1883,740,42,1922,"Japan"
"569","KAZ",1883,705,42,1999,"Kazakhstan"
"570","KEN",1883,501,42,1966,"Kenya"
"571","KGZ",1883,703,42,1922,"Kyrgyzstan"
"572","KHM",1883,NA,NA,NA,"Cambodia"
"573","KOR",1883,732,42,1963,"South Korea"
"574","KWT",1883,690,42,NA,"Kuwait"
"575","LAO",1883,812,42,1999,"Laos"
"576","LBN",1883,660,42,1963,"Lebanon"
"577","LBR",1883,450,42,1943,"Liberia"
"578","LBY",1883,620,42,1958,"Libya"
"579","LKA",1883,780,42,NA,"Sri Lanka"
"580","LSO",1883,570,42,NA,"Lesotho"
"581","LTU",1883,368,42,1925,"Lithuania"
"582","LUX",1883,212,42,1901,"Luxembourg"
"583","LVA",1883,367,42,1924,"Latvia"
"584","MAR",1883,600,42,1959,"Morocco"
"585","MDA",1883,359,42,1993,"Moldova"
"586","MDG",1883,580,42,1952,"Madagascar"
"587","MEX",1883,70,42,1943,"Mexico"
"588","MKD",1883,NA,NA,NA,"North Macedonia"
"589","MLI",1883,432,42,1952,"Mali"
"590","MMR",1883,775,42,1954,"Myanmar (Burma)"
"591","MNE",1883,NA,NA,NA,"Montenegro"
"592","MNG",1883,NA,NA,NA,"Mongolia"
"593","MOZ",1883,NA,NA,NA,"Mozambique"
"594","MRT",1883,435,42,1952,"Mauritania"
"595","MUS",1883,590,42,NA,"Mauritius"
"596","MWI",1883,553,42,NA,"Malawi"
"597","MYS",1883,820,42,1951,"Malaysia"
"598","NAM",1883,565,42,1994,"Namibia"
"599","NER",1883,436,42,1952,"Niger"
"600","NGA",1883,475,42,NA,"Nigeria"
"601","NIC",1883,93,42,1956,"Nicaragua"
"602","NLD",1883,210,42,1931,"Netherlands"
"603","NOR",1883,385,42,1909,"Norway"
"604","NPL",1883,790,42,NA,"Nepal"
"605","NZL",1883,920,42,1938,"New Zealand"
"606","OMN",1883,698,42,NA,"Oman"
"607","PAK",1883,770,42,1962,"Pakistan"
"608","PAN",1883,95,42,1941,"Panama"
"609","PER",1883,135,42,1936,"Peru"
"610","PHL",1883,840,42,1954,"Philippines"
"611","PNG",1883,910,42,NA,"Papua New Guinea"
"612","POL",1883,290,42,1920,"Poland"
"613","PRK",1883,NA,NA,NA,"North Korea"
"614","PRT",1883,235,42,1935,"Portugal"
"615","PRY",1883,150,42,1943,"Paraguay"
"616","QAT",1883,694,42,NA,"Qatar"
"617","ROU",1883,360,42,1930,"Romania"
"618","RUS",1883,365,42,1912,"Russia"
"619","RWA",1883,517,42,NA,"Rwanda"
"620","SAU",1883,670,42,NA,"Saudi Arabia"
"621","SDN",1883,625,42,NA,"Sudan"
"622","SEN",1883,433,42,1952,"Senegal"
"623","SGP",1883,830,42,1953,"Singapore"
